UsuarioID,FechaOrden,Total,Estado
465,2024-10-29 09:10:27,929.93,Completado
227,2024-07-16 09:10:27,92.6,Completado
442,2025-06-18 09:10:27,868.78,Completado
378,2024-07-24 09:10:27,477.54,Cancelado
534,2025-04-07 09:10:27,398.3,Enviado
208,2025-06-10 09:10:27,35.85,Cancelado
773,2025-05-06 09:10:27,865.83,Cancelado
552,2024-10-20 09:10:27,287.49,Pendiente
566,2025-03-23 09:10:27,676.08,Pendiente
933,2024-12-04 09:10:27,250.59,Enviado
842,2024-07-12 09:10:27,399.43,Cancelado
888,2025-04-23 09:10:27,904.91,Cancelado
66,2024-10-06 09:10:27,556.83,Pendiente
153,2025-05-10 09:10:27,88.78,Enviado
909,2024-08-16 09:10:27,686.45,Cancelado
295,2024-07-10 09:10:27,380.36,Pendiente
168,2024-10-20 09:10:27,620.39,Completado
715,2025-03-15 09:10:27,77.78,Completado
777,2025-05-22 09:10:27,442.37,Enviado
164,2024-07-21 09:10:27,32.28,Enviado
197,2024-11-24 09:10:27,181.39,Enviado
211,2025-01-20 09:10:27,161.04,Completado
325,2025-02-02 09:10:27,541.78,Pendiente
326,2025-02-13 09:10:27,994.82,Pendiente
650,2025-03-21 09:10:27,538.93,Pendiente
570,2025-02-20 09:10:27,129.98,Cancelado
22,2024-10-22 09:10:27,326.5,Cancelado
325,2025-05-25 09:10:27,651.92,Enviado
952,2025-06-07 09:10:27,831.06,Pendiente
418,2025-03-15 09:10:27,935.64,Completado
560,2025-05-25 09:10:27,325.79,Enviado
938,2025-03-20 09:10:27,169.14,Completado
274,2025-06-02 09:10:27,910.22,Pendiente
428,2025-01-05 09:10:27,869.17,Enviado
928,2025-05-21 09:10:27,59.7,Completado
813,2025-03-14 09:10:27,129.65,Completado
392,2025-04-18 09:10:27,91.34,Enviado
857,2024-08-30 09:10:27,936.37,Enviado
946,2025-04-09 09:10:27,154.17,Cancelado
967,2025-04-26 09:10:27,379.12,Completado
289,2025-05-21 09:10:27,989.09,Pendiente
97,2025-05-18 09:10:27,963.52,Cancelado
692,2025-01-20 09:10:27,20.77,Completado
192,2025-05-26 09:10:27,650.61,Pendiente
760,2025-05-09 09:10:27,44.38,Enviado
843,2024-09-26 09:10:27,473.66,Enviado
559,2024-08-04 09:10:27,434.87,Enviado
431,2024-11-22 09:10:27,573.78,Completado
518,2024-11-09 09:10:27,147.68,Cancelado
19,2025-03-12 09:10:27,345.63,Cancelado
543,2025-05-27 09:10:27,59.51,Enviado
362,2024-08-20 09:10:27,142.01,Cancelado
402,2024-10-31 09:10:27,792.0,Completado
869,2025-03-02 09:10:27,762.91,Pendiente
701,2025-05-23 09:10:27,540.95,Pendiente
266,2025-02-17 09:10:27,436.32,Enviado
889,2025-02-02 09:10:27,962.4,Pendiente
961,2025-02-06 09:10:27,340.74,Cancelado
846,2025-06-11 09:10:27,429.44,Completado
351,2024-12-30 09:10:27,564.81,Enviado
992,2024-12-16 09:10:27,746.38,Enviado
148,2024-10-18 09:10:27,521.53,Pendiente
422,2025-02-01 09:10:27,755.98,Enviado
324,2024-10-12 09:10:27,517.39,Completado
319,2025-05-19 09:10:27,574.18,Pendiente
327,2024-10-29 09:10:27,23.35,Enviado
713,2024-12-14 09:10:27,743.25,Pendiente
808,2025-06-14 09:10:27,675.93,Pendiente
659,2025-02-08 09:10:27,25.7,Enviado
164,2025-03-27 09:10:27,815.25,Cancelado
156,2024-11-01 09:10:27,97.09,Cancelado
321,2025-02-15 09:10:27,896.49,Enviado
33,2025-01-10 09:10:27,330.82,Pendiente
68,2024-07-20 09:10:27,511.62,Completado
932,2025-04-10 09:10:27,403.97,Pendiente
826,2024-11-10 09:10:27,940.76,Enviado
369,2025-01-10 09:10:27,129.49,Enviado
135,2024-12-28 09:10:27,189.79,Pendiente
600,2024-09-29 09:10:27,43.73,Pendiente
235,2025-01-06 09:10:27,235.38,Completado
104,2024-12-12 09:10:27,955.43,Pendiente
877,2025-02-17 09:10:27,753.79,Pendiente
355,2025-05-09 09:10:27,574.02,Cancelado
913,2025-01-10 09:10:27,970.22,Completado
176,2024-09-15 09:10:27,985.2,Pendiente
798,2025-01-30 09:10:27,561.66,Enviado
97,2024-11-19 09:10:27,996.8,Enviado
516,2025-02-20 09:10:27,515.02,Cancelado
85,2025-04-16 09:10:27,650.99,Pendiente
381,2024-11-03 09:10:27,401.41,Completado
862,2024-07-25 09:10:27,499.3,Completado
483,2025-02-08 09:10:27,70.81,Cancelado
715,2024-12-26 09:10:27,651.1,Cancelado
838,2025-04-12 09:10:27,794.83,Enviado
54,2025-03-29 09:10:27,637.04,Cancelado
709,2024-11-01 09:10:27,292.22,Cancelado
870,2025-05-10 09:10:27,811.84,Pendiente
965,2024-07-19 09:10:27,544.73,Cancelado
418,2024-10-13 09:10:27,811.46,Enviado
404,2024-10-07 09:10:27,73.31,Cancelado
11,2024-11-16 09:10:27,617.63,Completado
153,2024-11-28 09:10:27,415.97,Enviado
549,2024-11-13 09:10:27,904.65,Enviado
540,2024-09-12 09:10:27,407.71,Enviado
481,2025-02-06 09:10:27,325.6,Enviado
956,2025-03-03 09:10:27,775.55,Pendiente
228,2025-03-24 09:10:27,876.74,Pendiente
380,2025-06-28 09:10:27,640.15,Enviado
611,2024-09-05 09:10:27,792.25,Enviado
708,2024-08-13 09:10:27,296.74,Completado
46,2025-02-28 09:10:27,300.77,Completado
668,2025-03-19 09:10:27,616.17,Enviado
142,2025-06-09 09:10:27,646.47,Cancelado
789,2025-01-10 09:10:27,545.66,Cancelado
92,2025-06-01 09:10:27,180.36,Cancelado
29,2025-06-30 09:10:27,657.42,Cancelado
442,2024-08-25 09:10:27,279.86,Pendiente
658,2025-01-20 09:10:27,417.88,Completado
77,2025-02-10 09:10:27,363.52,Completado
588,2024-08-10 09:10:27,341.5,Enviado
835,2024-12-09 09:10:27,938.96,Pendiente
190,2025-05-25 09:10:27,964.66,Pendiente
855,2025-01-06 09:10:27,967.04,Completado
91,2024-08-01 09:10:27,882.0,Pendiente
904,2025-01-11 09:10:27,625.06,Cancelado
892,2025-04-03 09:10:27,319.62,Pendiente
39,2025-05-20 09:10:27,209.54,Completado
762,2025-01-10 09:10:27,622.31,Completado
733,2025-03-01 09:10:27,896.54,Cancelado
312,2024-12-13 09:10:27,700.08,Cancelado
212,2024-07-04 09:10:27,984.62,Pendiente
852,2024-08-10 09:10:27,604.31,Completado
954,2024-10-26 09:10:27,915.6,Completado
340,2025-06-22 09:10:27,662.84,Completado
141,2024-12-27 09:10:27,431.25,Cancelado
621,2025-05-25 09:10:27,581.69,Cancelado
309,2025-06-29 09:10:27,24.01,Enviado
235,2024-12-12 09:10:27,248.84,Enviado
491,2024-12-23 09:10:27,618.17,Enviado
462,2024-07-28 09:10:27,409.13,Cancelado
540,2025-04-12 09:10:27,978.07,Completado
676,2024-11-14 09:10:27,184.86,Pendiente
80,2025-01-09 09:10:27,850.94,Enviado
965,2024-11-09 09:10:27,855.52,Enviado
734,2024-10-11 09:10:27,940.1,Completado
112,2024-08-28 09:10:27,204.38,Cancelado
818,2025-02-27 09:10:27,20.98,Cancelado
560,2024-08-23 09:10:27,245.9,Enviado
580,2024-12-18 09:10:27,333.34,Cancelado
969,2024-08-18 09:10:27,130.11,Completado
345,2024-10-26 09:10:27,27.04,Cancelado
421,2024-12-09 09:10:27,690.73,Cancelado
315,2025-05-31 09:10:27,864.2,Cancelado
992,2024-07-14 09:10:27,190.61,Cancelado
216,2025-01-08 09:10:27,153.66,Cancelado
813,2024-12-29 09:10:27,515.79,Enviado
998,2025-03-01 09:10:27,540.74,Pendiente
465,2025-06-05 09:10:27,738.08,Cancelado
695,2024-08-26 09:10:27,505.75,Enviado
263,2025-04-15 09:10:27,136.79,Pendiente
644,2024-09-25 09:10:27,471.94,Cancelado
480,2025-01-26 09:10:27,52.25,Pendiente
66,2025-04-18 09:10:27,989.45,Completado
866,2024-12-15 09:10:27,160.15,Pendiente
528,2025-01-09 09:10:27,895.56,Pendiente
145,2025-04-29 09:10:27,990.81,Completado
504,2025-01-01 09:10:27,376.46,Pendiente
489,2025-05-11 09:10:27,579.72,Completado
305,2024-10-02 09:10:27,128.14,Completado
811,2025-05-17 09:10:27,209.45,Enviado
490,2025-03-11 09:10:27,697.58,Enviado
791,2024-10-06 09:10:27,763.13,Cancelado
437,2025-01-18 09:10:27,614.61,Pendiente
787,2024-12-30 09:10:27,677.57,Cancelado
382,2024-12-27 09:10:27,426.09,Cancelado
1,2024-12-02 09:10:27,32.95,Cancelado
112,2025-05-25 09:10:27,991.68,Completado
793,2025-06-21 09:10:27,274.03,Pendiente
857,2025-05-07 09:10:27,565.65,Enviado
51,2024-07-11 09:10:27,444.15,Enviado
941,2024-07-22 09:10:27,679.65,Enviado
613,2025-03-29 09:10:27,784.21,Completado
441,2024-11-16 09:10:27,940.41,Completado
857,2025-01-25 09:10:27,698.52,Enviado
494,2025-05-11 09:10:27,447.24,Pendiente
468,2024-11-11 09:10:27,447.26,Cancelado
299,2025-02-10 09:10:27,421.5,Enviado
296,2024-10-29 09:10:27,815.02,Pendiente
651,2025-02-19 09:10:27,357.98,Enviado
808,2024-08-23 09:10:27,955.54,Cancelado
186,2025-01-03 09:10:27,713.32,Cancelado
384,2025-06-01 09:10:27,609.2,Enviado
903,2025-01-03 09:10:27,735.93,Cancelado
293,2025-05-20 09:10:27,447.85,Cancelado
471,2025-01-22 09:10:27,526.49,Cancelado
663,2025-03-25 09:10:27,701.25,Pendiente
604,2024-11-28 09:10:27,577.31,Enviado
267,2024-12-21 09:10:27,457.69,Enviado
245,2024-11-24 09:10:27,161.24,Cancelado
267,2025-06-25 09:10:27,231.47,Enviado
642,2025-03-10 09:10:27,100.13,Enviado
408,2024-10-07 09:10:27,132.95,Completado
307,2024-07-16 09:10:27,556.17,Cancelado
383,2024-08-08 09:10:27,637.09,Cancelado
531,2024-12-12 09:10:27,957.65,Pendiente
883,2025-06-11 09:10:27,401.86,Completado
593,2025-03-21 09:10:27,448.79,Cancelado
133,2024-08-19 09:10:27,656.13,Pendiente
643,2025-01-05 09:10:27,127.19,Completado
904,2024-12-01 09:10:27,729.94,Cancelado
693,2024-08-20 09:10:27,165.7,Pendiente
981,2024-07-11 09:10:27,230.57,Pendiente
227,2025-03-31 09:10:27,508.25,Enviado
193,2025-03-16 09:10:27,939.15,Enviado
944,2025-02-19 09:10:27,485.12,Cancelado
664,2024-07-15 09:10:27,77.63,Completado
102,2025-01-08 09:10:27,240.86,Completado
224,2024-07-28 09:10:27,424.48,Cancelado
642,2024-12-29 09:10:27,691.32,Cancelado
935,2025-06-10 09:10:27,514.5,Pendiente
906,2024-12-25 09:10:27,772.38,Cancelado
837,2024-07-23 09:10:27,474.21,Enviado
201,2024-10-23 09:10:27,99.15,Enviado
742,2025-04-26 09:10:27,150.39,Enviado
144,2024-12-14 09:10:27,136.96,Completado
357,2025-05-04 09:10:27,374.7,Pendiente
429,2024-07-05 09:10:27,92.17,Cancelado
570,2024-07-18 09:10:27,763.82,Enviado
80,2024-08-07 09:10:27,373.17,Completado
779,2024-11-24 09:10:27,104.07,Pendiente
984,2025-06-18 09:10:27,850.99,Cancelado
203,2024-09-14 09:10:27,988.16,Completado
672,2024-12-25 09:10:27,938.59,Cancelado
791,2024-08-19 09:10:27,327.43,Cancelado
446,2025-05-28 09:10:27,28.77,Enviado
536,2024-10-08 09:10:27,561.93,Cancelado
626,2025-01-19 09:10:27,633.28,Pendiente
244,2025-04-19 09:10:27,473.2,Pendiente
284,2024-12-28 09:10:27,109.86,Cancelado
557,2024-11-11 09:10:27,577.5,Cancelado
800,2024-08-23 09:10:27,688.02,Enviado
961,2025-06-02 09:10:27,176.26,Pendiente
3,2024-08-19 09:10:27,979.55,Cancelado
980,2024-11-09 09:10:27,802.42,Completado
216,2024-07-15 09:10:27,905.27,Completado
651,2025-03-15 09:10:27,637.62,Completado
248,2025-03-10 09:10:27,611.45,Enviado
715,2024-08-08 09:10:27,998.06,Pendiente
132,2024-08-15 09:10:27,482.11,Enviado
652,2025-02-03 09:10:27,625.2,Completado
130,2024-11-05 09:10:27,870.55,Cancelado
29,2025-04-09 09:10:27,636.35,Pendiente
198,2024-09-17 09:10:27,62.54,Pendiente
905,2025-05-28 09:10:27,531.69,Enviado
589,2024-11-03 09:10:27,560.83,Cancelado
477,2024-09-17 09:10:27,351.01,Pendiente
870,2025-06-13 09:10:27,764.69,Completado
688,2025-01-18 09:10:27,799.24,Pendiente
154,2024-08-07 09:10:27,960.43,Completado
11,2025-03-20 09:10:27,972.41,Completado
106,2024-11-05 09:10:27,96.54,Completado
86,2025-06-02 09:10:27,777.41,Enviado
284,2025-06-06 09:10:27,942.53,Enviado
809,2024-08-02 09:10:27,419.5,Pendiente
201,2024-12-13 09:10:27,469.61,Pendiente
38,2025-02-22 09:10:27,216.52,Completado
311,2025-03-09 09:10:27,69.15,Completado
343,2024-11-21 09:10:27,418.09,Enviado
662,2025-01-28 09:10:27,476.7,Cancelado
424,2025-03-24 09:10:27,594.64,Pendiente
27,2024-08-12 09:10:27,855.73,Completado
348,2025-01-23 09:10:27,652.42,Completado
648,2024-08-13 09:10:27,966.91,Pendiente
207,2025-02-18 09:10:27,197.65,Pendiente
720,2025-05-16 09:10:27,977.79,Cancelado
645,2024-11-28 09:10:27,514.62,Enviado
609,2025-03-02 09:10:27,122.48,Enviado
248,2025-01-26 09:10:27,44.5,Completado
685,2024-12-23 09:10:27,956.15,Enviado
15,2025-03-01 09:10:27,837.92,Completado
283,2025-04-03 09:10:27,987.26,Enviado
628,2025-05-09 09:10:27,331.34,Enviado
431,2024-08-20 09:10:27,107.79,Enviado
34,2024-12-13 09:10:27,344.58,Enviado
378,2025-06-27 09:10:27,917.51,Cancelado
186,2025-01-02 09:10:27,379.07,Pendiente
551,2025-05-16 09:10:27,616.29,Pendiente
16,2024-09-11 09:10:27,645.72,Completado
282,2024-09-13 09:10:27,143.51,Cancelado
631,2025-06-17 09:10:27,466.85,Cancelado
825,2024-07-08 09:10:27,867.87,Cancelado
778,2025-06-18 09:10:27,643.42,Pendiente
945,2025-03-05 09:10:27,937.23,Cancelado
68,2025-04-11 09:10:27,555.19,Enviado
812,2024-12-12 09:10:27,165.66,Enviado
352,2024-12-04 09:10:27,379.51,Completado
42,2024-08-19 09:10:27,574.66,Enviado
358,2024-07-26 09:10:27,977.36,Cancelado
169,2025-02-02 09:10:27,142.79,Pendiente
92,2024-09-21 09:10:27,773.86,Cancelado
351,2025-01-31 09:10:27,323.61,Cancelado
981,2024-07-23 09:10:27,161.3,Pendiente
287,2024-09-27 09:10:27,922.76,Cancelado
712,2024-09-06 09:10:27,675.61,Cancelado
462,2024-11-05 09:10:27,421.86,Cancelado
969,2025-02-02 09:10:27,179.61,Completado
605,2025-04-05 09:10:27,335.33,Cancelado
850,2025-05-11 09:10:27,714.07,Cancelado
879,2025-05-24 09:10:27,193.5,Completado
682,2024-09-21 09:10:27,201.72,Cancelado
945,2025-05-25 09:10:27,543.4,Cancelado
281,2025-05-06 09:10:27,725.16,Pendiente
174,2025-06-14 09:10:27,719.55,Pendiente
777,2025-01-15 09:10:27,424.66,Pendiente
727,2025-05-26 09:10:27,906.59,Enviado
430,2025-06-06 09:10:27,482.51,Pendiente
232,2025-05-13 09:10:27,567.97,Completado
689,2025-06-11 09:10:27,164.04,Cancelado
35,2025-05-01 09:10:27,857.51,Completado
918,2024-07-26 09:10:27,647.58,Pendiente
160,2025-02-13 09:10:27,27.61,Cancelado
226,2024-11-28 09:10:27,602.82,Pendiente
421,2024-12-15 09:10:27,655.94,Enviado
1,2024-07-07 09:10:27,561.58,Pendiente
80,2025-06-23 09:10:27,812.29,Cancelado
793,2025-05-05 09:10:27,913.9,Completado
62,2025-04-21 09:10:27,700.4,Enviado
52,2024-07-27 09:10:27,470.45,Pendiente
42,2025-03-31 09:10:27,365.15,Completado
389,2024-09-14 09:10:27,111.08,Cancelado
922,2024-10-05 09:10:27,491.54,Completado
625,2024-09-29 09:10:27,821.91,Pendiente
986,2025-01-13 09:10:27,871.71,Cancelado
755,2024-09-01 09:10:27,662.1,Cancelado
572,2025-05-27 09:10:27,800.57,Enviado
266,2025-05-05 09:10:27,420.36,Completado
33,2024-09-22 09:10:27,456.24,Pendiente
22,2024-12-18 09:10:27,58.03,Pendiente
861,2024-08-18 09:10:27,629.21,Completado
567,2024-09-15 09:10:27,351.54,Pendiente
371,2024-11-01 09:10:27,161.3,Enviado
823,2025-01-24 09:10:27,473.69,Pendiente
27,2025-06-11 09:10:27,361.34,Cancelado
294,2024-11-18 09:10:27,611.9,Completado
684,2025-06-02 09:10:27,542.48,Enviado
498,2025-01-22 09:10:27,71.28,Pendiente
188,2025-06-11 09:10:27,589.97,Cancelado
75,2025-03-16 09:10:27,937.32,Cancelado
19,2025-03-29 09:10:27,348.09,Completado
987,2025-05-12 09:10:27,856.51,Pendiente
996,2025-04-14 09:10:27,529.63,Enviado
337,2025-06-21 09:10:27,485.89,Enviado
746,2024-08-12 09:10:27,535.17,Cancelado
417,2024-09-11 09:10:27,669.86,Pendiente
610,2024-09-20 09:10:27,482.05,Enviado
479,2025-03-28 09:10:27,380.45,Cancelado
398,2024-08-18 09:10:27,616.09,Completado
128,2024-11-20 09:10:27,897.59,Completado
860,2025-04-15 09:10:27,949.1,Cancelado
27,2025-05-02 09:10:27,29.9,Enviado
645,2025-06-07 09:10:27,368.41,Enviado
474,2024-10-06 09:10:27,865.31,Cancelado
122,2024-09-23 09:10:27,850.29,Cancelado
428,2024-09-14 09:10:27,952.46,Completado
428,2025-05-06 09:10:27,766.62,Enviado
836,2025-05-02 09:10:27,270.71,Pendiente
795,2024-08-18 09:10:27,37.2,Completado
242,2024-08-17 09:10:27,951.35,Pendiente
741,2024-09-26 09:10:27,326.98,Completado
902,2025-02-03 09:10:27,870.17,Enviado
584,2024-10-16 09:10:27,710.78,Cancelado
558,2024-08-23 09:10:27,252.62,Cancelado
681,2024-11-25 09:10:27,309.69,Cancelado
490,2025-02-13 09:10:27,443.32,Cancelado
161,2024-09-17 09:10:27,242.22,Completado
483,2025-02-02 09:10:27,603.08,Enviado
6,2025-01-15 09:10:27,296.05,Cancelado
856,2025-04-16 09:10:27,278.63,Pendiente
297,2024-08-06 09:10:27,537.13,Cancelado
630,2025-04-14 09:10:27,672.72,Completado
604,2025-02-15 09:10:27,538.43,Enviado
463,2025-02-19 09:10:27,35.84,Cancelado
290,2024-10-20 09:10:27,211.94,Completado
264,2024-09-11 09:10:27,611.23,Cancelado
25,2025-03-01 09:10:27,639.15,Enviado
770,2024-12-25 09:10:27,645.59,Enviado
936,2025-06-05 09:10:27,359.55,Pendiente
407,2025-06-03 09:10:27,53.55,Cancelado
837,2024-08-14 09:10:27,935.66,Enviado
205,2025-06-20 09:10:27,664.65,Completado
832,2024-11-16 09:10:27,404.36,Pendiente
339,2024-10-19 09:10:27,884.7,Completado
555,2024-11-14 09:10:27,352.64,Enviado
153,2025-01-26 09:10:27,979.99,Completado
164,2025-03-11 09:10:27,770.95,Enviado
332,2025-05-07 09:10:27,36.13,Completado
773,2024-07-04 09:10:27,234.34,Enviado
829,2025-04-28 09:10:27,863.06,Enviado
259,2025-01-26 09:10:27,887.37,Cancelado
219,2025-02-07 09:10:27,934.12,Completado
752,2024-08-21 09:10:27,882.54,Enviado
435,2024-07-16 09:10:27,646.66,Enviado
597,2024-07-15 09:10:27,37.72,Completado
591,2024-10-10 09:10:27,932.55,Pendiente
668,2025-05-13 09:10:27,965.03,Pendiente
488,2024-10-24 09:10:27,83.27,Enviado
554,2024-11-28 09:10:27,806.76,Cancelado
54,2024-08-15 09:10:27,941.36,Completado
757,2024-09-06 09:10:27,171.05,Enviado
178,2025-06-17 09:10:27,239.55,Completado
833,2024-10-18 09:10:27,228.69,Cancelado
380,2025-06-13 09:10:27,555.48,Cancelado
945,2024-08-28 09:10:27,557.71,Enviado
997,2025-04-08 09:10:27,694.12,Pendiente
837,2025-05-17 09:10:27,117.19,Enviado
700,2024-10-18 09:10:27,60.78,Enviado
114,2024-10-07 09:10:27,827.0,Completado
555,2025-04-12 09:10:27,450.63,Enviado
720,2024-08-27 09:10:27,996.25,Cancelado
913,2024-09-26 09:10:27,585.49,Enviado
832,2025-02-17 09:10:27,478.53,Enviado
289,2024-11-28 09:10:27,260.17,Completado
201,2025-05-22 09:10:27,864.06,Completado
233,2025-01-02 09:10:27,723.23,Cancelado
399,2024-10-02 09:10:27,401.6,Pendiente
364,2024-10-05 09:10:27,479.62,Completado
583,2024-12-05 09:10:27,948.68,Completado
892,2025-01-17 09:10:27,428.2,Cancelado
509,2024-07-11 09:10:27,118.83,Pendiente
957,2025-02-21 09:10:27,527.76,Cancelado
406,2025-04-22 09:10:27,771.08,Completado
812,2024-10-21 09:10:27,59.82,Completado
123,2025-01-16 09:10:27,258.78,Pendiente
596,2025-02-01 09:10:27,583.26,Completado
959,2024-08-25 09:10:27,513.44,Completado
289,2024-07-06 09:10:27,971.71,Pendiente
785,2024-08-30 09:10:27,789.15,Enviado
319,2025-05-10 09:10:27,261.2,Cancelado
769,2024-08-03 09:10:27,975.52,Enviado
319,2024-08-23 09:10:27,240.9,Enviado
657,2024-06-30 09:10:27,740.68,Completado
996,2024-11-23 09:10:27,772.94,Pendiente
412,2024-10-20 09:10:27,227.34,Pendiente
606,2025-03-07 09:10:27,516.8,Cancelado
140,2024-08-15 09:10:27,188.3,Completado
382,2025-01-24 09:10:27,724.16,Enviado
390,2025-03-07 09:10:27,476.51,Enviado
186,2024-10-19 09:10:27,303.27,Pendiente
68,2025-02-24 09:10:27,664.98,Pendiente
709,2025-05-15 09:10:27,389.51,Pendiente
200,2025-04-25 09:10:27,911.34,Pendiente
331,2024-09-12 09:10:27,348.19,Enviado
43,2024-08-29 09:10:27,946.47,Cancelado
360,2025-04-23 09:10:27,718.22,Enviado
450,2025-04-11 09:10:27,178.32,Pendiente
413,2024-12-27 09:10:27,144.14,Cancelado
252,2025-02-05 09:10:27,285.88,Completado
215,2025-05-26 09:10:27,123.18,Cancelado
207,2025-05-05 09:10:27,830.62,Cancelado
181,2024-12-14 09:10:27,344.06,Completado
959,2024-10-30 09:10:27,814.76,Cancelado
411,2025-05-28 09:10:27,589.43,Enviado
803,2025-03-06 09:10:27,242.75,Completado
56,2024-12-26 09:10:27,164.74,Pendiente
963,2025-05-10 09:10:27,365.17,Enviado
371,2025-02-27 09:10:27,663.89,Completado
161,2025-02-07 09:10:27,983.51,Cancelado
762,2025-02-18 09:10:27,308.1,Pendiente
680,2024-10-16 09:10:27,821.46,Pendiente
26,2024-07-28 09:10:27,583.34,Completado
33,2025-05-17 09:10:27,616.13,Completado
766,2024-07-26 09:10:27,525.8,Enviado
222,2024-10-20 09:10:27,309.07,Pendiente
986,2024-10-20 09:10:27,777.56,Enviado
538,2024-10-06 09:10:27,159.6,Cancelado
248,2024-12-09 09:10:27,546.57,Cancelado
507,2025-06-05 09:10:27,729.17,Pendiente
580,2025-06-01 09:10:27,215.44,Cancelado
493,2025-01-19 09:10:27,654.12,Completado
952,2025-03-25 09:10:27,513.11,Cancelado
953,2024-08-22 09:10:27,375.75,Cancelado
373,2024-12-08 09:10:27,216.3,Cancelado
59,2025-01-15 09:10:27,688.24,Pendiente
681,2025-01-01 09:10:27,211.85,Pendiente
324,2024-08-19 09:10:27,402.12,Pendiente
360,2024-08-14 09:10:27,62.53,Pendiente
960,2025-04-24 09:10:27,441.67,Cancelado
605,2024-07-28 09:10:27,929.24,Pendiente
272,2025-03-13 09:10:27,660.82,Completado
287,2024-08-21 09:10:27,484.48,Pendiente
488,2025-06-01 09:10:27,217.32,Enviado
528,2024-11-18 09:10:27,401.07,Completado
900,2025-06-26 09:10:27,620.55,Cancelado
876,2025-04-12 09:10:27,448.67,Enviado
371,2025-04-24 09:10:27,98.46,Completado
4,2024-11-08 09:10:27,759.98,Cancelado
996,2024-09-23 09:10:27,524.79,Cancelado
144,2025-02-12 09:10:27,597.72,Pendiente
177,2025-03-15 09:10:27,358.42,Pendiente
531,2024-07-02 09:10:27,594.63,Cancelado
415,2025-01-09 09:10:27,166.21,Cancelado
65,2025-03-05 09:10:27,965.15,Enviado
79,2025-01-06 09:10:27,358.75,Completado
670,2025-02-15 09:10:27,437.24,Enviado
345,2024-09-01 09:10:27,366.48,Cancelado
481,2024-12-17 09:10:27,397.1,Completado
473,2024-11-19 09:10:27,368.96,Enviado
509,2025-06-17 09:10:27,974.91,Completado
477,2025-04-30 09:10:27,526.71,Pendiente
228,2025-04-22 09:10:27,597.18,Completado
689,2024-07-15 09:10:27,175.56,Completado
940,2025-02-06 09:10:27,215.04,Completado
487,2024-10-08 09:10:27,615.31,Completado
172,2025-05-13 09:10:27,681.76,Enviado
59,2025-01-28 09:10:27,339.35,Enviado
112,2024-09-29 09:10:27,724.0,Enviado
128,2025-03-05 09:10:27,991.97,Completado
251,2025-02-21 09:10:27,512.06,Cancelado
733,2024-09-29 09:10:27,455.38,Pendiente
512,2024-12-30 09:10:27,221.03,Enviado
619,2024-07-13 09:10:27,924.73,Cancelado
694,2024-09-20 09:10:27,393.33,Cancelado
278,2024-12-23 09:10:27,291.95,Completado
533,2025-06-18 09:10:27,489.41,Cancelado
758,2025-06-26 09:10:27,137.72,Enviado
891,2024-07-31 09:10:27,26.25,Enviado
243,2025-04-04 09:10:27,532.75,Completado
364,2024-09-19 09:10:27,940.01,Pendiente
80,2025-03-16 09:10:27,227.75,Enviado
209,2025-03-17 09:10:27,121.05,Pendiente
968,2024-07-26 09:10:27,27.48,Pendiente
161,2024-07-05 09:10:27,745.53,Pendiente
798,2024-12-06 09:10:27,111.46,Completado
930,2025-05-04 09:10:27,701.48,Pendiente
743,2024-11-15 09:10:27,661.12,Cancelado
252,2024-09-03 09:10:27,439.85,Enviado
709,2025-01-19 09:10:27,749.36,Cancelado
583,2024-12-16 09:10:27,72.96,Cancelado
696,2025-05-13 09:10:27,696.49,Cancelado
289,2025-06-20 09:10:27,351.72,Completado
412,2024-08-19 09:10:27,444.76,Enviado
448,2025-02-04 09:10:27,700.5,Cancelado
36,2024-11-26 09:10:27,504.94,Completado
946,2025-06-05 09:10:27,371.06,Completado
511,2025-02-23 09:10:27,103.0,Completado
336,2025-06-20 09:10:27,692.97,Completado
232,2025-01-02 09:10:27,981.39,Enviado
641,2024-08-22 09:10:27,350.66,Pendiente
836,2025-01-01 09:10:27,904.56,Enviado
360,2024-10-26 09:10:27,888.37,Completado
398,2025-06-22 09:10:27,546.99,Completado
802,2025-01-27 09:10:27,496.06,Cancelado
69,2025-05-15 09:10:27,111.17,Completado
706,2025-06-05 09:10:27,440.23,Cancelado
635,2025-04-27 09:10:27,717.09,Cancelado
155,2024-09-12 09:10:27,339.12,Enviado
751,2024-11-13 09:10:27,468.0,Cancelado
930,2024-07-30 09:10:27,434.74,Pendiente
514,2025-02-05 09:10:27,772.19,Enviado
983,2025-05-20 09:10:27,186.22,Enviado
348,2025-05-12 09:10:27,896.02,Enviado
288,2024-09-07 09:10:27,342.37,Cancelado
506,2025-06-27 09:10:27,443.86,Pendiente
514,2024-09-07 09:10:27,660.83,Enviado
627,2024-09-14 09:10:27,937.01,Completado
552,2024-08-13 09:10:27,86.7,Pendiente
13,2024-09-29 09:10:27,30.98,Cancelado
636,2024-08-04 09:10:27,467.14,Enviado
539,2025-06-04 09:10:27,710.68,Cancelado
698,2025-01-17 09:10:27,407.4,Cancelado
125,2025-05-08 09:10:27,422.26,Completado
862,2025-04-19 09:10:27,656.44,Pendiente
39,2024-07-08 09:10:27,428.59,Pendiente
676,2025-04-05 09:10:27,732.05,Pendiente
531,2025-06-07 09:10:27,812.34,Completado
