OrdenID,MetodoPagoID,MontoPagado
1662,1,931.37
1663,5,780.86
1664,1,757.54
1665,3,956.56
1666,5,635.77
1667,5,203.47
1668,5,734.47
1669,3,427.29
1670,5,742.87
1671,6,660.88
1672,1,592.18
1673,3,304.08
1674,2,430.56
1675,3,216.83
1676,6,461.57
1677,2,736.47
1678,5,308.08
1679,3,988.66
1680,5,871.02
1681,5,128.51
1682,7,198.81
1683,4,246.02
1684,1,390.18
1685,6,858.77
1686,7,296.87
1687,6,490.81
1688,4,291.88
1689,7,472.02
1690,5,507.75
1691,3,773.91
1692,6,492.35
1693,7,632.23
1694,2,230.62
1695,3,203.42
1696,6,917.24
1697,3,133.82
1698,5,871.73
1699,5,602.31
1700,7,695.81
1701,3,676.19
1702,5,434.17
1703,7,600.51
1704,2,793.2
1705,1,418.14
1706,7,418.53
1707,7,388.13
1708,1,115.91
1709,4,306.21
1710,7,354.95
1711,1,867.18
1712,2,226.52
1713,4,180.25
1714,6,414.8
1715,3,767.0
1716,5,356.19
1717,3,199.27
1718,2,646.12
1719,5,109.98
1720,6,324.92
1721,6,424.18
1722,7,771.07
1723,7,638.52
1724,7,620.89
1725,6,677.42
1726,6,841.73
1727,4,106.91
1728,1,466.95
1729,5,509.49
1730,4,371.46
1731,5,350.51
1732,1,426.78
1733,1,269.13
1734,3,998.11
1735,2,358.0
1736,3,452.12
1737,3,445.84
1738,7,831.89
1739,1,261.79
1740,2,382.6
1741,3,997.04
1742,2,884.7
1743,5,104.37
1744,5,130.83
1745,4,773.31
1746,7,514.3
1747,6,646.44
1748,3,671.88
1749,3,289.76
1750,2,498.16
1751,5,459.27
1752,5,468.03
1753,6,804.97
1754,2,460.29
1755,3,145.97
1756,1,326.42
1757,6,384.23
1758,3,911.23
1759,2,494.59
1760,3,520.35
1761,1,169.89
1762,4,890.69
1763,3,146.3
1764,7,411.36
1765,1,765.94
1766,4,748.62
1767,5,785.29
1768,7,132.8
1769,3,105.11
1770,5,327.6
1771,4,582.27
1772,3,199.92
1773,6,868.54
1774,3,172.36
1775,6,913.8
1776,7,351.01
1777,1,180.65
1778,3,487.84
1779,3,187.2
1780,5,839.79
1781,1,405.71
1782,2,435.13
1783,7,868.34
1784,4,205.23
1785,2,103.09
1786,4,280.15
1787,3,805.75
1788,3,813.57
1789,6,764.92
1790,6,636.55
1791,4,464.96
1792,1,978.86
1793,1,197.02
1794,5,888.72
1795,1,939.19
1796,2,328.65
1797,1,469.04
1798,7,681.0
1799,5,250.84
1800,6,728.98
1801,4,452.02
1802,4,416.44
1803,6,971.78
1804,5,351.63
1805,6,620.58
1806,4,887.35
1807,5,890.42
1808,3,559.25
1809,3,848.27
1810,4,698.45
1811,1,500.85
1812,2,186.5
1813,3,963.43
1814,6,703.05
1815,1,169.49
1816,5,877.4
1817,7,948.13
1818,6,638.04
1819,4,390.98
1820,4,861.7
1821,4,248.04
1822,6,196.31
1823,5,679.72
1824,6,700.24
1825,5,383.45
1826,7,694.05
1827,1,481.35
1828,6,240.05
1829,6,840.87
1830,6,969.18
1831,4,739.52
1832,4,570.35
1833,7,913.79
1834,6,358.74
1835,7,123.61
1836,1,379.68
1837,6,905.16
1838,3,588.22
1839,5,184.97
1840,7,572.29
1841,1,684.55
1842,7,300.89
1843,7,856.21
1844,1,802.57
1845,1,134.82
1846,5,728.5
1847,7,350.33
1848,4,435.69
1849,5,185.45
1850,4,430.12
1851,2,590.88
1852,2,123.39
1853,6,881.17
1854,1,160.79
1855,5,839.74
1856,5,674.53
1857,3,972.89
1858,6,149.33
1859,6,272.87
1860,5,668.31
1861,2,101.12
1862,3,960.1
1863,7,209.69
1864,3,568.24
1865,4,100.88
1866,7,662.74
1867,1,973.95
1868,2,900.98
1869,4,543.3
1870,6,894.88
1871,1,701.53
1872,7,354.55
1873,7,199.35
1874,2,790.15
1875,5,244.87
1876,7,662.9
1877,5,514.68
1878,7,568.44
1879,4,230.21
1880,7,207.05
1881,7,135.89
1882,3,130.52
1883,5,493.5
1884,4,830.42
1885,4,595.99
1886,5,515.27
1887,6,758.52
1888,6,699.78
1889,2,151.06
1890,4,276.7
1891,2,703.04
1892,3,134.97
1893,7,917.1
1894,6,644.36
1895,4,818.6
1896,3,147.89
1897,6,348.38
1898,7,407.92
1899,4,817.32
1900,7,223.03
1901,2,918.18
1902,4,708.22
1903,7,184.79
1904,3,261.31
1905,1,534.29
1906,5,795.56
1907,4,254.68
1908,3,901.57
1909,5,161.4
1910,1,264.74
1911,5,494.14
1912,2,653.3
1913,1,394.37
1914,4,743.57
1915,7,213.18
1916,6,203.87
1917,5,943.76
1918,5,436.79
1919,5,477.81
1920,4,526.74
1921,4,705.04
1922,5,553.42
1923,5,421.79
1924,1,441.46
1925,4,884.99
1926,4,108.87
1927,6,977.17
1928,6,913.1
1929,2,496.89
1930,2,181.2
1931,4,144.32
1932,3,699.62
1933,3,921.98
1934,2,456.11
1935,1,958.11
1936,4,867.71
1937,7,626.7
1938,1,936.88
1939,4,716.89
1940,2,477.16
1941,1,372.8
1942,2,700.2
1943,2,773.54
1944,4,246.93
1945,7,604.96
1946,7,853.28
1947,4,514.63
1948,6,693.57
1949,7,251.39
1950,3,834.69
1951,4,961.8
1952,4,868.75
1953,1,539.12
1954,2,243.38
1955,3,798.81
1956,3,588.67
1957,4,323.15
1958,3,726.45
1959,5,891.39
1960,5,939.95
1961,4,585.95
1962,7,558.86
1963,7,717.23
1964,6,397.26
1965,7,377.68
1966,1,789.99
1967,5,239.42
1968,7,421.03
1969,2,856.45
1970,6,836.75
1971,1,470.48
1972,4,121.84
1973,2,678.69
1974,4,333.94
1975,4,244.29
1976,3,112.92
1977,1,562.27
1978,3,477.79
1979,5,545.02
1980,7,527.24
1981,2,704.26
1982,1,741.53
1983,7,367.18
1984,7,651.9
1985,5,841.37
1986,6,912.75
1987,5,761.5
1988,7,381.33
1989,5,310.42
1990,3,280.03
1991,4,270.11
1992,1,334.38
1993,3,186.48
1994,7,449.53
1995,3,401.2
1996,5,315.78
1997,7,573.29
1998,4,179.56
1999,3,574.05
2000,2,694.54
2001,4,203.57
2002,2,207.66
2003,1,679.17
2004,2,402.27
2005,6,269.14
2006,3,784.22
2007,2,397.97
2008,4,914.68
2009,3,206.96
2010,7,991.03
2011,7,710.05
2012,1,478.32
2013,2,461.92
2014,5,214.63
2015,6,978.07
2016,7,150.92
2017,5,640.71
2018,5,117.17
2019,6,167.86
2020,5,829.2
2021,7,892.76
2022,7,801.76
2023,3,827.53
2024,2,267.61
2025,5,763.68
2026,2,451.94
2027,6,130.04
2028,2,381.2
2029,2,466.66
2030,4,807.38
2031,7,695.56
2032,1,673.92
2033,1,545.89
2034,1,679.15
2035,1,439.04
2036,7,577.19
2037,3,284.78
2038,6,515.27
2039,7,394.72
2040,2,266.76
2041,2,914.37
2042,7,791.38
2043,6,320.29
2044,2,724.64
2045,3,953.13
2046,7,887.75
2047,6,893.1
2048,5,152.55
2049,7,614.06
2050,2,560.93
2051,7,792.29
2052,7,863.1
2053,2,763.77
2054,4,561.31
2055,3,526.5
2056,3,117.19
2057,7,708.88
2058,2,229.29
2059,5,523.36
2060,2,403.54
2061,4,704.48
2062,5,999.23
2063,6,754.65
2064,5,710.26
2065,7,550.27
2066,7,430.52
2067,6,776.26
2068,2,553.36
2069,4,295.11
2070,7,678.59
2071,1,102.93
2072,5,289.56
2073,3,316.77
2074,2,291.86
2075,4,584.7
2076,1,855.64
2077,3,157.3
2078,3,695.76
2079,4,222.31
2080,3,669.37
2081,2,471.29
2082,7,835.46
2083,5,832.79
2084,1,100.96
2085,3,905.81
2086,5,836.01
2087,6,978.25
2088,4,517.56
2089,3,312.19
2090,5,716.41
2091,5,820.24
2092,3,256.26
2093,2,390.42
2094,5,256.4
2095,1,510.6
2096,4,142.53
2097,1,453.13
2098,3,419.61
2099,6,920.45
2100,1,784.97
2101,3,522.7
2102,6,188.86
2103,5,575.13
2104,5,545.08
2105,4,199.73
2106,1,405.7
2107,2,756.77
2108,2,621.02
2109,5,413.7
2110,1,607.09
2111,3,838.57
2112,2,874.92
2113,5,798.2
2114,6,755.05
2115,1,880.49
2116,6,771.68
2117,3,861.48
2118,2,764.24
2119,1,552.52
2120,1,264.98
2121,7,866.48
2122,4,957.61
2123,5,868.11
2124,2,960.49
2125,2,548.72
2126,2,987.1
2127,2,911.35
2128,3,511.33
2129,6,136.81
2130,4,516.94
2131,3,458.8
2132,2,752.54
2133,1,792.66
2134,4,953.8
2135,7,294.29
2136,6,336.52
2137,3,249.39
2138,1,405.52
2139,7,943.06
2140,1,174.3
2141,3,496.38
2142,3,398.29
2143,2,214.25
2144,7,170.56
2145,1,352.5
2146,7,775.05
2147,2,838.16
2148,2,898.57
2149,6,115.76
2150,6,993.24
2151,6,760.19
2152,1,722.62
2153,4,628.06
2154,7,620.94
2155,2,569.72
2156,3,157.77
2157,7,401.0
2158,7,840.83
2159,2,884.58
2160,3,197.82
2161,3,630.87
2162,1,791.59
2163,2,326.77
2164,6,280.4
2165,5,133.73
2166,5,599.06
2167,3,726.74
2168,6,621.16
2169,3,946.95
2170,5,976.51
2171,4,806.72
2172,6,803.34
2173,7,608.68
2174,5,821.2
2175,3,808.66
2176,6,311.93
2177,6,779.05
2178,3,219.51
2179,4,177.46
2180,4,478.5
2181,3,805.14
2182,6,681.05
2183,5,486.12
2184,6,975.5
2185,2,721.95
2186,4,763.21
2187,2,996.79
2188,1,364.59
2189,5,407.9
2190,2,802.66
2191,5,433.65
2192,7,446.02
2193,1,870.32
2194,4,636.7
2195,1,611.43
2196,7,273.18
2197,7,982.3
2198,3,403.84
2199,3,957.97
2200,5,135.05
2201,3,723.04
2202,2,985.26
2203,2,710.7
2204,2,372.63
2205,4,435.6
2206,4,472.44
2207,4,235.13
2208,5,968.17
2209,7,559.22
2210,7,408.37
2211,1,242.47
2212,3,829.02
2213,3,720.11
2214,4,884.44
2215,5,851.44
2216,5,651.0
2217,4,361.51
2218,3,969.86
2219,1,437.14
2220,5,705.79
2221,5,831.99
2222,1,670.86
2223,7,858.46
2224,5,346.18
2225,7,488.03
2226,7,511.59
2227,4,559.18
2228,5,543.72
2229,4,103.76
2230,2,222.19
2231,1,351.18
2232,4,223.14
2233,6,273.53
2234,7,845.74
2235,7,780.24
2236,1,419.63
2237,4,226.51
2238,7,365.6
2239,7,867.35
2240,7,489.35
2241,7,339.25
2242,2,623.39
2243,1,352.37
2244,6,314.4
2245,3,195.34
2246,4,520.46
2247,4,874.54
2248,4,198.46
2249,5,447.12
2250,7,331.76
2251,3,613.5
2252,4,639.21
2253,3,231.21
2254,7,104.33
2255,7,618.05
2256,7,231.41
2257,7,629.97
2258,6,875.93
2259,5,352.65
2260,1,563.19
2261,6,824.06
2262,2,910.15
2263,7,262.08
2264,2,604.41
2265,6,575.53
2266,2,482.94
2267,2,594.61
2268,5,837.82
2269,6,259.28
2270,3,822.16
2271,6,953.92
2272,5,510.17
2273,2,530.81
2274,4,914.97
2275,3,433.5
2276,2,312.46
2277,2,446.62
2278,6,437.67
2279,5,152.42
2280,6,426.03
2281,7,599.82
2282,1,230.22
2283,3,372.49
2284,1,145.41
2285,1,709.01
2286,2,173.04
2287,7,149.06
2288,2,476.68
2289,3,234.41
2290,5,635.31
2291,7,707.13
2292,7,608.78
2293,6,376.43
2294,6,669.62
2295,5,891.25
2296,6,343.52
2297,6,724.32
2298,5,463.64
2299,1,462.24
2300,1,472.25
2301,1,136.47
2302,7,630.11
2303,2,523.97
2304,4,907.96
2305,2,962.2
2306,3,765.83
2307,1,453.83
2308,4,915.18
2309,3,918.0
2310,1,188.61
2311,4,557.04
2312,5,388.15
2313,3,871.26
2314,5,333.53
2315,4,513.01
2316,4,182.53
2317,1,687.89
2318,6,558.93
2319,1,315.01
2320,1,558.96
2321,5,591.06
2322,1,344.85
2323,2,769.53
2324,3,279.82
2325,2,712.98
2326,6,552.48
2327,3,231.91
2328,4,891.55
2329,2,887.73
2330,3,898.54
2331,3,504.71
2332,1,623.58
2333,6,701.59
2334,2,408.26
2335,7,495.48
2336,7,950.76
2337,3,178.61
2338,3,597.09
2339,2,932.06
2340,4,162.44
2341,6,608.31
2342,7,897.07
2343,6,933.13
2344,5,905.69
2345,7,286.32
2346,6,547.69
2347,4,391.21
2348,1,151.65
2349,7,645.14
2350,1,707.23
2351,5,396.18
2352,5,531.42
2353,6,203.68
2354,7,769.67
2355,1,813.29
2356,7,752.54
2357,4,594.4
2358,2,255.48
2359,5,780.62
2360,6,633.43
2361,5,668.3
2362,4,351.47
2363,2,159.53
2364,3,885.51
2365,5,316.01
2366,5,744.03
2367,6,810.55
2368,2,376.96
2369,3,961.77
2370,3,179.02
2371,6,495.85
2372,1,821.68
2373,2,874.67
2374,5,967.8
2375,7,553.38
2376,1,412.91
2377,3,154.93
2378,2,218.32
2379,2,596.59
2380,6,297.53
2381,5,119.2
2382,2,908.62
2383,7,865.12
2384,2,937.39
2385,6,302.02
2386,4,182.22
2387,7,300.43
2388,5,778.95
2389,3,466.11
2390,1,278.87
2391,6,756.91
2392,2,754.18
2393,3,800.52
2394,2,270.36
2395,5,787.81
2396,1,543.43
2397,5,536.31
2398,3,601.37
2399,6,884.45
2400,1,359.01
2401,4,774.68
2402,4,218.59
2403,1,636.35
2404,4,958.85
2405,2,253.52
2406,3,187.66
2407,3,290.55
2408,1,214.0
2409,1,551.96
2410,2,401.79
2411,3,534.7
2412,2,653.73
2413,6,944.55
2414,4,464.78
2415,4,871.15
2416,3,941.68
2417,5,420.72
2418,2,203.15
2419,3,328.3
2420,5,226.44
2421,1,716.77
2422,5,932.93
2423,5,904.95
2424,1,204.64
2425,7,694.74
2426,4,870.55
2427,5,266.91
2428,4,780.72
2429,6,141.29
2430,7,191.75
2431,4,866.75
2432,2,679.22
2433,1,730.52
2434,5,477.57
2435,4,781.89
2436,3,872.51
2437,7,487.65
2438,6,109.28
2439,6,220.22
2440,6,606.57
2441,7,622.4
2442,1,234.96
2443,6,582.87
2444,7,781.22
2445,2,993.77
2446,3,787.34
2447,3,768.65
2448,7,218.52
2449,4,336.42
2450,7,195.36
2451,1,908.03
2452,4,967.82
2453,2,494.15
2454,1,868.57
2455,7,150.1
2456,7,941.43
2457,6,209.02
2458,7,795.69
2459,2,913.3
2460,7,948.62
2461,6,859.26
2462,7,561.96
2463,6,742.61
2464,2,136.45
2465,1,623.05
2466,4,631.04
2467,7,374.54
2468,1,139.48
2469,7,882.62
2470,1,110.64
2471,4,848.05
2472,4,735.99
2473,5,798.53
2474,1,806.25
2475,4,600.89
2476,2,469.61
2477,5,606.6
2478,3,335.6
2479,6,701.4
2480,7,929.87
2481,6,972.21
2482,7,174.66
2483,2,712.38
2484,2,874.97
2485,2,697.06
2486,7,300.4
2487,6,997.17
2488,6,946.02
2489,7,892.38
2490,3,187.85
2491,5,381.22
2492,3,683.56
2493,1,369.83
2494,2,478.76
2495,4,248.19
2496,5,809.79
2497,7,996.87
2498,3,699.85
2499,1,681.33
2500,5,305.89
2501,7,848.16
2502,2,223.37
2503,4,196.34
2504,3,744.13
2505,7,167.61
2506,6,529.39
2507,6,456.45
2508,6,676.93
2509,4,488.45
2510,3,791.67
2511,1,434.03
2512,1,699.52
2513,1,907.12
2514,1,771.65
2515,5,961.0
2516,2,383.93
2517,1,508.19
2518,2,613.71
2519,2,963.25
2520,4,625.18
2521,1,588.46
2522,4,705.79
2523,2,317.61
2524,1,717.34
2525,4,855.72
2526,1,282.4
2527,4,608.93
2528,3,273.92
2529,5,157.39
2530,7,138.69
2531,1,339.49
2532,5,728.44
2533,1,899.78
2534,7,265.45
2535,7,775.04
2536,7,345.47
2537,4,583.31
2538,3,724.73
2539,6,881.92
2540,6,781.03
2541,6,211.33
2542,4,248.87
2543,7,835.04
2544,7,946.11
2545,6,467.93
2546,2,669.22
2547,1,304.24
2548,6,327.07
2549,1,477.61
2550,3,332.64
2551,3,251.73
2552,4,618.81
2553,1,339.1
2554,3,941.6
2555,1,544.75
2556,4,953.2
2557,1,597.38
2558,1,253.25
2559,3,673.81
2560,4,939.29
2561,2,600.4
2562,7,113.27
2563,6,713.48
2564,2,415.32
2565,1,762.11
2566,7,458.4
2567,5,356.34
2568,5,169.9
2569,5,796.63
2570,7,707.42
2571,3,921.27
2572,6,569.65
2573,1,432.67
2574,7,374.88
2575,5,403.51
2576,7,282.1
2577,1,760.59
2578,1,926.36
2579,6,334.75
2580,3,401.04
2581,4,372.76
2582,5,999.3
2583,2,251.79
2584,3,410.62
2585,1,350.63
2586,6,133.24
2587,7,808.14
2588,2,634.56
2589,6,727.12
2590,4,267.71
2591,4,814.74
2592,6,911.34
2593,7,988.78
2594,5,950.41
2595,7,565.33
2596,1,916.72
2597,1,204.92
2598,2,564.22
2599,5,429.89
2600,2,321.77
2601,3,433.4
2602,5,169.39
2603,2,575.5
2604,6,982.02
2605,1,775.11
2606,3,827.08
2607,5,250.96
2608,6,324.62
2609,1,236.67
2610,2,997.01
2611,7,218.83
2612,6,857.16
2613,5,261.99
2614,1,293.42
2615,3,979.68
2616,3,133.69
2617,7,487.16
2618,7,778.48
2619,5,506.08
2620,3,248.55
2621,4,268.52
2622,3,930.55
2623,7,641.82
2624,4,810.41
2625,6,875.51
2626,4,933.6
2627,2,812.83
2628,6,198.32
2629,7,517.96
2630,4,991.91
2631,3,712.58
2632,7,595.41
2633,5,217.49
2634,1,929.58
2635,7,653.98
2636,4,702.43
2637,1,765.5
2638,3,825.42
2639,3,835.53
2640,1,587.98
2641,1,511.26
2642,7,778.8
2643,4,326.86
2644,4,732.95
2645,5,254.65
2646,6,858.05
2647,4,478.91
2648,2,804.61
2649,7,873.18
2650,2,460.66
2651,7,465.88
2652,7,619.37
2653,1,448.28
2654,1,467.7
2655,2,292.38
2656,1,637.75
2657,2,460.41
2658,4,814.15
2659,6,507.17
2660,5,738.82
2661,6,800.44
2662,7,674.4
2663,3,865.53
2664,4,749.3
2665,6,779.85
2666,1,871.17
2667,2,767.27
2668,2,553.16
2669,7,371.18
2670,7,993.02
2671,1,279.04
2672,6,413.51
2673,6,125.93
2674,5,667.17
2675,3,220.55
2676,4,396.0
2677,7,108.04
2678,3,708.74
2679,4,264.85
2680,6,699.72
2681,4,270.73
2682,1,437.39
2683,4,265.91
2684,1,754.72
2685,4,626.41
2686,2,633.42
2687,6,801.98
2688,4,412.62
2689,5,262.73
2690,3,740.15
2691,3,553.68
2692,2,597.61
2693,4,898.57
2694,5,344.77
2695,3,857.49
2696,5,769.93
2697,3,543.98
2698,7,448.0
2699,5,445.36
2700,3,830.87
2701,4,753.73
2702,7,553.53
2703,6,947.73
2704,7,616.87
2705,7,364.61
2706,4,490.46
2707,6,410.35
2708,1,913.16
2709,7,222.11
2710,3,279.89
2711,3,297.54
2712,6,253.88
2713,7,674.3
2714,5,494.33
2715,1,753.93
2716,4,603.03
2717,6,983.66
2718,7,831.15
2719,4,490.78
2720,7,180.58
2721,1,569.21
2722,5,715.05
2723,5,327.81
2724,7,301.41
2725,7,636.76
2726,1,475.82
2727,3,851.95
2728,6,526.22
2729,6,413.48
2730,6,101.04
2731,6,126.84
2732,1,874.79
2733,6,793.79
2734,6,285.93
2735,2,862.74
2736,7,397.6
2737,4,309.89
2738,7,406.29
2739,5,388.69
2740,7,186.16
2741,2,940.76
2742,4,449.78
2743,2,223.79
2744,4,190.4
2745,1,999.15
2746,7,964.28
2747,5,825.5
2748,7,758.61
2749,1,116.65
2750,4,403.49
2751,2,346.42
2752,1,557.92
2753,1,103.47
2754,5,327.33
2755,5,210.07
2756,4,813.62
2757,7,663.53
2758,4,762.87
2759,7,149.23
2760,3,310.79
2761,3,111.12
2762,6,586.25
2763,4,883.9
2764,5,786.15
2765,2,639.86
2766,2,482.24
2767,1,753.97
2768,7,392.4
2769,3,893.89
2770,1,867.5
2771,7,539.24
2772,2,807.98
2773,1,366.98
2774,6,500.77
2775,4,542.26
2776,2,127.3
2777,6,435.42
2778,1,167.11
2779,2,886.51
2780,6,540.38
2781,3,961.54
2782,7,478.4
2783,7,851.52
2784,4,580.46
2785,4,641.27
2786,7,704.19
2787,5,313.58
2788,7,945.63
2789,7,235.07
2790,6,208.17
2791,4,925.65
2792,6,648.99
2793,4,401.63
2794,1,889.45
2795,4,268.64
2796,2,987.25
2797,2,288.13
2798,3,141.1
2799,5,807.29
2800,3,700.79
2801,3,808.27
2802,4,669.51
2803,1,355.13
2804,2,778.48
2805,6,697.24
2806,2,997.6
2807,5,825.17
2808,1,424.49
2809,1,728.44
2810,3,294.54
2811,6,828.67
2812,7,702.43
2813,2,969.09
2814,1,746.8
2815,7,381.55
2816,4,993.93
2817,2,590.86
2818,2,851.32
2819,3,334.3
2820,2,886.14
2821,4,872.59
2822,1,544.33
2823,7,517.53
2824,1,931.98
2825,1,728.77
2826,6,590.25
2827,6,411.99
2828,1,743.49
2829,3,662.77
2830,7,326.51
2831,3,343.43
2832,5,181.09
2833,3,623.35
2834,5,673.05
2835,5,198.25
2836,6,841.28
2837,4,470.82
2838,7,810.64
2839,2,465.76
2840,6,800.75
2841,6,657.65
2842,4,210.05
2843,6,985.88
2844,2,137.64
2845,5,420.92
2846,4,958.81
2847,1,875.04
2848,7,337.79
2849,4,588.5
2850,7,947.08
2851,1,541.25
2852,3,834.49
2853,3,323.36
2854,6,919.65
2855,3,866.62
2856,2,949.52
2857,1,690.8
2858,5,382.83
2859,7,956.98
2860,2,840.31
2861,5,724.5
2862,7,286.32
2863,3,523.92
2864,5,190.68
2865,2,910.87
2866,5,913.37
2867,4,717.13
2868,3,122.56
2869,3,592.69
2870,1,305.61
2871,3,538.63
2872,2,671.5
2873,4,785.16
2874,1,800.25
2875,7,340.81
2876,4,778.97
2877,7,773.39
2878,2,936.12
2879,5,354.98
2880,6,127.12
2881,6,981.08
2882,6,398.0
2883,6,101.27
2884,2,783.72
2885,1,350.8
2886,5,876.88
2887,4,689.35
2888,5,859.95
2889,3,423.67
2890,6,723.31
2891,6,743.41
2892,7,200.08
2893,3,669.11
2894,1,677.82
2895,2,860.13
2896,3,549.41
2897,2,434.59
2898,5,949.97
2899,7,288.84
2900,3,586.42
2901,2,982.41
2902,5,258.1
2903,2,818.21
2904,2,572.96
2905,2,964.37
2906,1,765.47
2907,3,132.8
2908,3,553.55
2909,1,209.01
2910,4,745.22
2911,3,150.7
2912,3,551.98
2913,5,503.7
2914,1,638.53
2915,7,294.07
2916,6,768.44
2917,4,780.03
2918,3,356.0
2919,6,468.69
2920,3,127.59
2921,7,147.73
2922,1,984.18
2923,7,463.47
2924,3,768.09
2925,2,112.63
2926,5,310.57
2927,4,404.12
2928,4,221.63
2929,3,752.67
2930,6,833.35
2931,6,488.14
2932,3,584.41
2933,1,321.46
2934,6,690.38
2935,2,382.76
2936,7,728.45
2937,4,507.31
2938,2,344.07
2939,4,526.97
2940,6,340.6
2941,2,947.69
2942,3,475.66
2943,5,688.79
2944,2,542.07
2945,2,326.41
2946,7,228.58
2947,7,807.44
2948,2,175.85
2949,2,142.76
2950,3,337.46
2951,5,402.24
2952,3,879.38
2953,5,789.68
2954,2,138.13
2955,7,966.11
2956,2,130.24
2957,2,890.82
2958,1,590.64
2959,6,471.37
2960,4,452.47
2961,7,171.12
2962,3,679.54
2963,4,513.82
2964,3,117.88
2965,2,783.09
2966,7,556.39
2967,1,645.42
2968,2,364.39
2969,6,957.71
2970,4,635.1
2971,4,948.45
2972,6,548.46
2973,4,569.5
2974,2,897.11
2975,7,409.15
2976,1,737.11
2977,5,666.16
2978,3,727.34
2979,4,680.77
2980,6,560.01
2981,7,338.86
2982,1,252.14
2983,3,400.93
2984,2,634.24
2985,4,304.78
2986,6,239.45
2987,3,769.8
2988,5,474.25
2989,5,328.14
2990,6,828.12
2991,6,414.3
2992,2,592.01
2993,3,530.84
2994,3,201.54
2995,6,562.05
2996,5,505.03
2997,5,178.63
2998,5,855.44
2999,7,955.9
3000,4,432.63
3001,6,364.07
3002,4,883.93
3003,2,266.73
3004,4,877.66
3005,3,384.99
3006,3,726.68
3007,5,769.64
3008,1,937.09
3009,2,500.97
3010,2,757.86
3011,4,855.7
3012,4,760.78
3013,2,278.84
3014,2,153.56
3015,2,911.68
3016,5,968.93
3017,6,696.84
3018,4,768.5
3019,3,166.25
3020,5,648.93
3021,4,776.81
3022,3,272.37
3023,7,641.84
3024,2,275.09
3025,5,100.43
3026,3,910.34
3027,6,391.47
3028,7,285.19
3029,1,906.98
3030,2,727.58
3031,5,711.34
3032,7,976.43
3033,2,770.23
3034,7,560.95
3035,2,192.71
3036,4,811.55
3037,4,724.04
3038,5,258.33
3039,4,535.48
3040,2,856.98
3041,2,623.94
3042,4,295.1
3043,7,508.89
3044,3,395.39
3045,6,714.85
3046,3,964.36
3047,5,283.26
3048,1,390.17
3049,7,324.34
3050,7,463.28
3051,5,624.08
3052,5,706.5
3053,4,990.77
3054,1,834.95
3055,2,832.69
3056,3,507.34
3057,1,306.51
3058,1,494.45
3059,4,369.58
3060,1,527.32
3061,7,679.34
3062,3,797.97
3063,5,889.67
3064,5,504.34
3065,1,110.41
3066,5,340.08
3067,6,448.98
3068,5,108.65
3069,1,850.47
3070,7,589.79
3071,5,401.69
3072,3,463.8
3073,2,416.43
3074,3,111.85
3075,5,488.27
3076,5,101.25
3077,1,632.21
3078,3,509.76
3079,5,488.62
3080,3,266.63
3081,3,337.47
3082,5,370.42
3083,5,538.61
3084,5,266.28
3085,5,816.47
3086,2,276.61
3087,6,826.78
3088,1,207.75
3089,3,739.31
3090,3,369.03
3091,6,102.18
3092,2,155.12
3093,4,220.33
3094,3,930.66
3095,3,537.03
3096,3,552.49
3097,5,930.05
3098,2,467.52
3099,3,963.2
3100,2,460.73
3101,6,940.63
3102,7,887.17
3103,1,497.14
3104,2,186.67
3105,7,316.56
3106,5,488.87
3107,6,361.64
3108,4,988.82
3109,5,232.94
3110,6,992.42
3111,5,981.11
3112,5,846.99
3113,4,473.84
3114,1,217.31
3115,3,315.54
3116,4,396.04
3117,7,682.35
3118,7,479.41
3119,6,659.77
3120,4,272.89
3121,6,280.58
3122,6,343.13
3123,5,170.36
3124,5,126.99
3125,6,700.07
3126,2,139.6
3127,6,959.79
3128,6,161.91
3129,4,414.28
3130,1,347.92
3131,1,105.04
3132,5,664.48
3133,6,481.06
3134,5,784.74
3135,5,251.07
3136,7,592.97
3137,1,116.12
3138,3,445.86
3139,2,932.11
3140,4,688.17
3141,5,967.99
3142,4,357.66
3143,6,337.57
3144,6,326.23
3145,7,947.73
3146,5,208.83
3147,6,361.62
3148,5,428.68
3149,3,750.77
3150,3,472.73
3151,6,688.34
3152,2,783.46
3153,4,836.73
3154,1,305.17
3155,4,421.83
3156,1,998.34
3157,1,781.12
3158,7,887.58
3159,5,985.7
3160,6,832.09
3161,5,339.12
3162,1,898.11
3163,3,294.24
3164,6,681.03
3165,4,220.41
3166,5,404.6
3167,4,385.28
3168,5,178.98
3169,5,604.38
3170,7,813.1
3171,5,788.12
3172,3,466.36
3173,3,949.98
3174,7,890.03
3175,3,584.09
3176,1,508.08
3177,5,112.69
3178,2,468.71
3179,6,365.55
3180,4,783.9
3181,2,715.49
3182,2,807.34
3183,7,721.46
3184,6,858.95
3185,5,653.08
3186,3,434.13
3187,7,320.44
3188,4,102.15
3189,4,483.46
3190,5,389.28
3191,3,660.62
3192,1,472.24
3193,2,361.33
3194,6,317.44
3195,4,879.48
3196,3,507.48
3197,1,443.83
3198,2,298.27
3199,7,511.69
3200,3,967.35
3201,4,926.89
3202,2,603.66
3203,7,831.38
3204,3,788.18
3205,1,167.14
3206,2,369.91
3207,1,435.86
3208,5,812.73
3209,3,661.11
3210,2,159.98
3211,6,428.15
3212,3,458.6
3213,7,597.09
3214,1,407.03
