OrdenID,ProductoID,Cantidad,PrecioUnitario
131,33,1,433.13
767,24,5,46.13
732,19,4,115.71
981,2,1,169.44
200,20,3,150.71
435,35,4,84.37
207,21,4,68.98
763,26,5,173.0
605,23,1,363.44
472,33,3,303.54
859,2,3,183.11
465,9,5,410.6
493,30,1,427.88
596,24,1,135.32
231,27,5,135.48
979,5,2,449.3
814,9,3,76.15
943,16,3,223.88
63,8,5,447.74
57,9,3,110.95
241,23,3,211.61
728,7,1,391.69
361,1,5,391.77
205,22,2,452.97
967,22,1,192.2
85,21,4,33.25
327,5,3,90.87
954,1,1,468.91
262,6,4,368.52
18,19,4,80.72
520,6,5,417.17
73,36,5,325.14
384,31,4,276.71
891,2,5,82.58
242,15,5,58.7
84,20,4,373.13
39,6,1,489.69
956,17,1,220.58
333,15,4,389.15
492,36,2,232.69
625,34,4,156.64
886,6,5,47.74
952,9,1,154.82
395,21,4,130.42
446,2,5,325.45
625,34,4,355.49
425,23,1,242.01
639,3,2,164.32
273,8,2,105.93
753,28,5,402.88
498,10,3,132.16
623,32,3,161.35
957,19,3,344.43
456,7,4,250.37
135,36,1,462.28
570,25,5,174.55
481,12,5,245.02
174,9,1,268.71
841,32,5,25.87
148,17,5,346.88
837,21,5,440.49
3,17,3,490.91
85,28,4,219.15
368,10,4,243.76
717,7,5,435.7
209,26,3,416.0
72,36,3,212.65
159,18,5,115.67
134,8,1,289.93
929,25,5,255.34
538,35,4,278.35
354,13,4,326.95
920,21,2,344.5
652,25,4,277.41
180,9,3,290.16
32,16,1,471.99
847,20,2,468.11
161,15,5,103.62
767,17,2,54.02
114,22,4,40.27
947,22,5,210.84
398,15,2,332.26
357,23,4,459.32
818,17,4,446.82
177,30,4,45.82
398,13,4,47.69
944,10,4,177.86
221,15,2,202.65
402,29,5,25.33
792,5,5,499.9
154,19,4,28.6
769,24,2,149.53
603,16,5,174.9
921,34,3,172.14
729,8,4,383.52
895,7,4,207.7
760,24,5,488.31
589,23,5,326.2
998,6,5,369.68
806,1,1,119.74
256,23,3,479.25
334,22,2,311.84
509,27,3,209.95
169,24,2,437.53
225,4,5,477.39
309,25,3,271.05
533,25,4,52.78
550,6,3,221.55
114,7,1,469.95
327,19,2,301.22
611,34,5,354.54
452,34,3,432.06
167,14,5,350.77
492,33,1,224.3
589,17,2,400.63
913,32,4,382.91
280,1,4,109.67
19,22,5,36.26
43,8,5,214.9
282,8,3,336.51
242,24,2,391.25
806,10,2,356.05
672,10,1,105.07
443,20,2,61.78
959,10,4,74.85
823,1,5,108.15
472,6,2,170.05
55,12,3,400.8
574,36,5,451.26
782,10,1,415.82
974,25,5,330.88
631,27,3,491.84
701,12,4,254.55
476,12,5,416.29
754,9,5,112.13
77,36,5,242.97
438,21,3,99.02
492,2,4,17.38
702,35,1,251.15
852,15,1,255.83
264,34,5,305.68
750,34,2,483.47
165,10,2,217.83
768,26,2,97.21
79,14,1,185.32
476,34,2,58.29
571,16,1,269.26
586,9,2,428.12
19,1,5,430.35
721,16,5,185.4
223,11,2,306.13
381,4,5,107.67
846,23,1,405.4
363,29,5,151.85
318,21,2,332.61
198,14,5,56.24
561,9,5,359.41
703,33,2,429.31
879,26,5,96.49
670,23,3,147.08
172,18,3,41.39
188,24,2,190.03
436,5,4,145.84
262,24,1,357.48
947,1,2,163.04
829,11,1,13.52
859,34,3,66.14
684,8,1,317.79
150,32,2,177.39
829,10,4,188.36
244,17,2,264.01
101,35,4,498.06
988,32,1,260.61
965,2,3,56.13
90,30,3,380.41
948,8,1,63.06
98,11,1,484.98
300,3,1,68.32
237,20,1,260.9
421,4,2,442.7
42,13,1,68.15
387,20,5,22.62
95,9,5,301.29
496,6,3,153.73
814,34,4,244.4
725,31,4,215.28
103,13,2,359.36
752,21,4,445.5
778,22,2,31.1
174,22,2,22.72
148,30,5,69.14
101,7,3,240.75
502,27,1,393.05
97,28,1,137.87
680,35,5,327.61
767,20,1,65.92
32,29,1,468.27
463,25,2,311.08
155,10,4,477.1
475,29,4,404.39
551,2,1,91.58
405,35,3,189.21
964,10,1,425.84
835,23,5,389.66
709,30,3,107.65
213,17,2,416.9
585,12,1,348.63
323,34,5,382.31
683,31,1,493.29
70,3,2,38.76
818,32,2,426.8
130,11,4,273.87
985,18,2,265.19
287,27,1,137.67
951,11,2,83.48
149,29,5,486.51
441,11,2,260.9
608,34,2,89.5
194,2,4,422.03
60,21,5,376.16
614,36,2,97.11
147,18,1,482.4
582,10,1,95.16
880,16,3,388.26
357,17,2,92.76
442,29,5,365.93
989,2,2,446.4
466,34,2,187.04
999,18,4,99.48
221,20,4,293.85
874,3,3,105.8
112,2,3,44.59
26,18,5,326.99
823,29,2,81.67
17,9,2,315.86
590,12,4,43.44
651,35,3,114.34
635,19,1,450.54
21,22,1,320.96
265,6,3,451.6
477,22,2,463.45
326,33,2,53.98
692,31,2,30.73
961,29,3,210.07
254,11,1,278.88
225,8,4,434.33
919,11,3,138.86
284,20,2,337.96
335,34,3,430.53
954,16,5,296.89
802,35,2,366.5
598,20,1,461.25
972,32,4,189.47
594,29,4,103.1
345,33,1,221.67
371,22,2,90.73
489,32,5,360.73
241,27,4,26.34
552,1,5,425.82
505,33,5,282.27
527,2,3,466.48
608,9,2,419.76
603,28,2,250.5
586,23,5,137.42
117,33,5,197.34
611,36,1,333.38
74,4,1,200.07
562,20,1,112.51
880,28,5,106.29
67,27,1,83.03
177,20,5,290.77
642,33,1,192.9
663,6,3,338.07
295,2,4,281.45
909,30,1,416.7
458,4,1,10.74
507,18,5,276.55
105,19,1,207.22
226,17,1,419.29
803,1,2,242.57
851,4,2,21.23
303,9,1,484.97
661,35,1,116.04
689,19,2,295.08
130,34,4,176.17
715,22,3,137.9
815,10,1,228.64
197,9,1,385.02
948,12,3,499.15
488,28,5,415.39
120,17,5,216.25
568,17,3,69.16
242,29,1,473.47
333,30,4,165.25
307,6,5,36.74
932,7,5,11.57
618,15,5,326.79
700,19,5,109.31
10,20,4,75.77
692,23,5,199.52
460,22,3,277.99
169,35,5,47.14
241,26,2,157.33
506,18,2,281.54
320,33,3,300.15
679,31,4,250.56
584,11,5,373.85
124,26,1,133.13
88,1,5,476.65
477,18,4,52.77
717,6,1,213.97
540,34,3,336.94
448,21,4,104.0
364,31,4,244.11
856,35,5,244.07
888,8,4,220.88
569,28,3,461.52
456,12,3,266.0
223,26,1,454.69
392,36,4,119.04
264,12,2,344.07
695,23,2,353.41
842,12,5,474.3
165,14,3,158.69
886,25,4,65.33
358,30,2,460.71
588,29,5,151.81
164,7,5,34.0
16,19,4,185.18
47,3,4,296.03
453,5,4,310.3
596,25,5,99.75
797,28,1,320.95
989,31,5,253.54
738,28,5,351.42
543,11,4,165.44
727,32,5,468.01
399,26,1,366.17
44,26,4,131.68
678,23,1,353.14
703,21,3,367.86
913,2,4,122.87
673,28,1,493.47
945,34,4,313.43
659,33,2,337.99
708,19,3,145.3
283,12,4,482.85
710,19,2,48.09
770,20,5,389.41
51,15,2,398.04
777,31,3,144.84
805,15,1,130.44
456,23,5,228.12
691,32,2,257.55
825,32,2,77.59
451,27,2,46.55
922,14,4,94.71
61,12,1,89.53
470,7,5,415.19
689,18,5,227.54
712,22,5,459.04
618,9,3,58.71
983,18,4,35.98
498,6,1,213.94
800,24,2,174.41
487,22,3,439.45
949,3,3,288.4
452,14,3,200.73
823,20,1,450.48
636,15,3,260.33
604,28,1,211.26
177,14,2,476.39
30,29,1,65.42
926,24,2,287.57
852,23,1,266.99
75,27,2,99.27
579,35,5,275.68
688,2,4,465.8
801,17,4,135.22
269,21,1,227.01
89,16,3,442.47
953,36,2,220.63
781,26,3,340.83
71,10,1,491.53
84,29,1,13.63
140,36,3,329.04
596,24,5,496.65
698,17,2,410.71
729,3,5,39.86
105,26,4,213.37
737,21,2,260.5
75,34,1,431.67
964,28,4,277.61
284,27,1,102.7
335,18,2,310.64
532,18,2,443.22
754,25,1,11.89
178,16,4,270.52
684,10,2,474.19
673,13,4,481.45
3,25,3,347.81
497,6,5,417.21
961,35,1,478.89
825,35,1,202.03
512,29,1,475.54
736,36,2,456.5
358,20,3,339.0
484,14,1,241.62
829,7,4,188.17
825,1,5,226.29
72,5,5,113.53
848,28,5,430.51
488,1,4,77.63
554,23,2,64.61
703,15,1,325.72
890,30,2,104.47
539,9,1,212.37
236,27,1,39.33
610,17,2,288.12
168,22,1,199.75
539,5,4,178.94
524,11,1,281.75
519,14,3,154.76
11,7,3,108.05
313,6,4,432.33
527,18,5,298.98
558,4,1,226.48
976,3,5,231.64
772,29,1,473.31
789,29,5,428.1
427,5,1,496.01
145,11,3,151.6
254,33,5,279.32
88,2,2,14.21
48,19,3,448.9
731,36,4,209.77
331,4,1,103.7
62,10,5,48.83
699,7,5,317.95
304,9,4,418.53
231,9,1,98.49
429,26,2,163.76
46,23,5,180.74
839,6,3,210.26
525,34,2,129.26
670,12,1,135.58
682,32,1,312.56
839,23,2,116.83
480,3,3,324.19
701,10,1,95.02
688,8,3,204.23
556,35,2,254.95
200,23,2,372.2
701,4,2,376.13
724,17,1,360.69
681,2,1,43.48
594,15,2,73.49
522,8,5,45.6
347,33,4,413.34
641,30,5,148.56
591,22,3,416.62
313,19,4,403.2
698,2,5,260.76
950,29,1,414.17
643,19,4,144.54
98,33,2,326.02
329,29,1,236.57
713,10,2,113.43
688,2,1,150.89
782,3,5,132.64
34,15,4,336.12
101,33,2,141.1
376,20,1,227.2
705,8,5,400.39
452,13,2,344.59
606,13,5,242.02
972,13,5,161.27
136,19,4,382.71
643,24,4,441.79
735,11,4,474.97
804,36,5,445.12
683,33,2,109.79
372,9,2,360.36
282,36,5,96.22
844,22,1,388.91
495,4,4,66.23
991,9,4,63.46
25,7,5,253.48
469,12,3,396.66
213,31,4,175.61
919,30,4,123.22
82,9,1,11.67
919,36,2,440.93
480,30,2,219.9
993,8,1,382.95
976,20,5,482.54
596,24,4,71.59
60,21,3,345.86
370,8,2,62.02
361,34,4,434.75
873,14,2,270.14
452,26,4,456.62
828,16,2,217.6
226,1,3,248.62
997,6,5,234.61
900,2,2,107.74
495,32,1,65.94
729,7,2,319.4
402,18,5,283.48
638,23,3,186.78
828,9,2,304.23
525,16,1,56.76
537,18,1,370.67
801,24,4,439.5
646,34,5,456.64
677,10,1,478.44
987,25,3,342.12
904,26,5,166.78
589,24,4,453.29
972,25,3,239.36
285,5,2,227.72
837,33,2,123.81
561,18,1,132.05
254,29,1,392.45
414,3,3,447.81
186,23,3,300.96
382,3,3,168.1
196,17,5,99.06
74,15,1,407.03
81,1,3,140.78
49,22,4,432.54
488,17,1,51.22
317,5,5,274.31
168,14,1,120.34
993,28,1,154.23
106,5,1,348.72
221,32,5,180.46
148,10,1,73.78
311,25,5,351.06
716,6,3,117.97
80,31,2,265.61
755,5,2,303.54
493,36,2,255.01
154,22,2,368.52
472,9,4,293.15
739,28,1,351.1
610,5,2,246.04
713,25,2,73.79
354,5,1,244.62
728,17,4,111.97
852,30,4,28.89
259,18,5,195.91
535,4,1,365.86
601,4,1,198.46
282,11,4,489.89
327,32,4,463.52
109,25,4,140.44
328,6,2,314.48
280,32,1,235.02
222,34,5,124.4
413,9,3,255.47
389,21,1,290.24
291,14,5,305.24
381,27,5,274.59
763,7,2,294.42
399,32,1,189.31
105,12,1,462.08
618,19,4,409.6
697,32,5,170.87
853,33,1,295.69
17,30,5,209.9
973,5,2,318.74
735,1,5,115.31
660,24,4,352.87
838,18,3,377.48
52,14,3,121.86
758,13,1,214.49
57,6,3,274.68
930,34,1,87.11
71,12,1,23.36
1,36,5,307.44
766,8,3,434.86
209,22,1,218.58
675,16,3,54.15
98,9,2,375.51
730,15,4,369.25
951,32,1,250.12
166,15,3,299.51
427,25,3,216.35
679,11,5,173.9
16,5,3,462.34
161,23,3,364.86
912,30,4,277.29
216,36,2,119.43
38,4,5,77.52
524,31,3,35.94
196,23,3,100.77
555,20,4,171.37
301,36,3,96.24
993,13,3,97.49
155,3,5,153.95
687,17,3,436.5
763,31,3,237.65
783,31,2,478.38
838,12,2,188.54
867,34,2,85.15
67,25,4,457.58
766,34,2,305.25
262,21,1,445.88
903,29,1,147.35
785,8,3,250.86
3,33,1,473.34
351,2,4,332.41
573,22,4,267.67
663,25,3,365.76
559,24,5,61.81
658,18,3,102.43
394,36,4,279.57
558,16,2,78.45
196,27,3,248.62
687,17,3,428.42
95,35,2,202.65
855,25,5,104.67
278,14,2,445.66
202,13,3,215.72
558,26,1,472.89
448,27,2,208.87
81,29,3,437.02
287,8,2,411.53
825,5,4,485.22
565,33,5,414.61
270,26,1,437.31
734,27,2,442.31
926,19,4,12.08
83,8,5,238.06
742,32,3,336.46
714,1,3,23.17
383,3,2,429.15
464,32,2,338.51
460,33,2,11.44
974,21,1,251.59
994,4,1,319.77
209,30,2,88.22
762,11,4,394.83
122,13,3,333.13
807,8,1,173.44
412,10,3,258.15
88,15,2,442.53
422,30,4,104.54
519,4,1,53.27
42,18,3,452.04
808,27,1,396.69
573,19,3,422.62
246,18,2,253.85
191,9,4,21.52
522,34,5,259.99
344,27,3,318.35
922,31,5,88.86
145,5,1,42.84
326,10,3,488.74
834,8,1,368.84
679,35,3,135.15
328,7,3,435.39
70,24,4,384.57
77,21,4,283.76
77,6,2,123.73
213,36,1,450.5
715,33,2,358.84
525,3,5,185.38
566,26,2,304.59
251,11,4,485.45
154,8,2,75.56
88,15,1,213.73
406,21,4,210.94
844,28,2,89.32
956,24,5,117.59
500,17,2,231.25
687,26,2,392.3
87,13,2,208.69
673,18,2,395.45
431,20,2,63.54
920,20,1,365.17
211,24,2,349.25
115,2,1,238.0
839,10,5,262.84
351,9,2,142.44
798,32,5,284.29
984,5,4,265.86
654,34,3,123.19
900,28,3,84.21
940,13,2,335.02
542,7,4,359.78
571,1,3,383.37
681,15,4,473.1
577,7,4,69.71
51,32,5,346.11
210,11,1,200.42
7,5,4,257.73
243,3,3,158.93
202,24,2,138.81
138,6,4,228.75
880,26,5,97.43
471,16,3,309.27
185,17,2,198.48
57,30,2,439.63
104,35,2,357.04
572,22,3,67.47
429,24,4,40.49
969,28,2,484.73
459,25,4,425.8
892,26,2,57.51
727,6,5,28.22
419,2,4,87.89
264,18,5,332.54
603,5,1,430.9
742,34,2,345.85
755,29,4,354.25
887,29,5,410.39
170,23,5,71.59
113,2,5,69.44
891,14,2,171.22
229,21,4,481.09
772,17,2,313.36
797,4,3,12.99
150,10,5,344.41
15,12,5,280.36
565,8,3,399.32
963,18,4,477.93
93,14,5,165.19
466,5,4,337.83
982,12,4,182.77
745,4,5,380.6
566,28,1,172.67
824,27,5,400.1
933,17,5,423.81
904,19,4,55.57
991,1,4,337.63
117,10,3,138.69
776,16,2,36.39
299,36,4,165.08
710,4,3,166.33
436,6,4,459.08
224,15,2,409.11
310,11,2,95.3
306,26,2,345.72
172,28,1,143.27
841,24,5,206.6
604,32,4,151.63
601,3,3,278.51
742,6,4,386.74
885,35,1,182.83
668,28,4,437.91
608,11,1,195.84
115,25,5,303.34
357,16,5,195.18
720,31,3,145.74
357,35,1,462.3
344,11,1,79.6
302,6,2,429.95
828,29,5,121.14
376,13,1,137.64
559,6,2,124.09
218,6,1,319.78
533,7,1,342.75
253,18,4,177.02
228,29,2,202.67
324,27,2,370.93
787,31,1,86.76
611,9,2,389.7
965,18,3,28.88
769,13,2,456.44
786,19,1,437.24
299,17,4,267.29
713,13,4,352.59
836,22,3,267.16
940,6,2,464.1
605,20,3,207.54
114,28,1,127.44
731,20,2,469.39
306,16,1,317.0
319,2,5,140.76
844,3,4,266.91
634,23,4,340.94
475,1,1,179.91
857,29,2,176.72
845,16,1,278.11
532,11,1,280.99
914,32,3,10.89
433,22,3,137.19
226,36,4,325.42
220,31,5,348.09
638,27,1,231.56
449,9,2,271.76
819,18,2,150.92
300,11,2,34.25
370,9,2,15.81
485,2,4,390.96
255,18,3,326.75
548,32,3,387.85
573,18,4,409.74
289,31,5,332.12
672,17,4,234.88
49,15,3,397.43
19,29,2,320.53
870,24,1,12.26
188,31,1,152.78
317,30,5,473.95
91,10,3,478.46
238,21,4,344.64
374,11,3,206.5
746,8,1,244.02
57,30,4,442.41
710,5,5,346.22
975,4,5,296.32
107,26,1,256.85
182,19,4,324.83
228,17,4,45.16
470,32,5,454.13
500,4,3,143.38
90,8,4,113.76
134,3,3,113.66
855,1,3,151.31
443,26,5,274.05
127,4,3,306.62
980,5,1,218.52
167,36,4,24.36
886,27,3,271.4
373,12,1,439.66
586,7,5,182.55
877,20,3,154.87
550,15,2,366.02
817,7,1,50.74
649,30,2,345.28
973,9,2,399.83
238,34,5,167.52
379,31,1,291.11
268,21,2,77.45
640,6,5,224.52
912,26,4,160.77
765,22,4,429.42
515,27,3,71.19
912,36,4,162.82
513,15,2,388.61
91,15,2,290.53
569,21,5,72.57
83,35,3,156.47
354,11,4,450.51
787,10,2,152.55
403,28,4,395.28
683,15,2,160.93
275,6,4,85.41
599,10,1,426.54
542,36,4,398.35
298,31,1,154.17
858,6,2,85.6
607,36,3,46.32
432,36,3,126.37
507,14,5,117.98
220,27,5,455.06
479,34,3,402.06
137,3,2,270.32
372,19,2,423.24
983,26,5,476.09
404,34,2,36.86
837,14,1,78.9
595,13,1,483.73
761,18,5,275.56
789,30,3,101.48
706,3,1,436.55
301,4,2,66.02
570,23,1,454.79
865,3,4,31.0
192,8,2,207.11
589,5,5,434.37
975,10,4,394.18
785,16,3,310.64
374,23,3,497.92
215,2,5,75.66
569,24,4,148.95
74,18,4,164.04
476,2,2,462.55
947,7,3,297.47
973,28,1,365.86
840,4,2,100.78
69,14,1,339.38
532,29,1,89.93
415,33,1,424.35
705,13,2,223.64
711,11,1,30.94
456,12,4,417.36
806,36,2,403.53
231,21,5,270.21
836,1,2,362.08
114,1,4,261.38
499,24,5,253.23
743,35,4,128.45
141,10,5,348.58
95,31,5,145.61
662,14,3,13.32
462,3,3,415.27
986,33,3,348.96
363,33,5,50.75
757,26,3,53.34
438,10,4,474.87
329,4,1,177.41
494,21,3,233.93
864,2,2,76.13
439,20,1,65.55
569,30,5,261.26
979,22,5,418.22
267,25,2,141.1
647,10,1,218.64
104,7,3,46.24
505,14,2,15.58
819,25,5,179.2
208,23,4,41.39
691,23,1,432.4
401,4,1,374.33
63,6,5,453.52
136,21,1,492.75
721,1,4,499.72
798,10,1,307.95
26,34,2,448.54
226,20,3,439.76
848,30,2,430.56
420,6,2,316.74
386,32,3,206.55
210,20,4,263.61
757,3,1,443.86
232,16,1,295.47
626,15,4,409.72
606,23,1,355.23
420,30,4,313.91
250,1,3,245.66
475,24,1,386.03
406,22,2,286.17
593,35,2,136.64
703,29,2,329.1
488,34,5,52.64
288,11,1,229.19
208,17,5,454.78
460,4,1,111.43
979,36,4,300.86
801,4,2,111.74
578,4,5,63.86
5,17,4,479.55
771,12,4,443.3
159,14,1,62.64
982,8,3,398.6
386,33,5,401.43
377,23,2,327.84
290,22,1,387.07
720,32,4,201.53
199,22,2,376.27
260,16,1,450.87
141,35,4,469.27
297,17,5,115.29
844,7,1,165.27
761,14,1,447.55
135,15,1,89.76
798,31,1,16.89
136,35,2,431.87
651,34,1,261.09
925,21,1,439.46
118,19,5,401.74
450,2,5,448.08
439,2,1,95.34
581,24,1,30.22
394,15,3,106.9
309,14,4,421.29
574,18,4,338.87
340,24,4,31.2
559,1,1,74.11
506,22,2,307.03
979,7,4,145.79
364,18,5,476.48
832,22,5,477.25
90,14,1,87.38
270,24,1,107.58
139,34,3,302.25
453,10,4,488.11
203,19,5,287.42
914,10,3,212.93
936,31,3,20.0
321,13,2,389.18
33,36,5,245.09
643,36,1,300.9
186,24,5,425.13
292,26,2,22.57
944,31,3,360.93
879,34,3,406.79
604,6,2,81.26
875,14,1,464.55
92,2,5,482.97
717,22,4,215.5
643,17,3,180.66
396,2,1,218.09
861,2,5,438.1
288,10,1,118.73
726,7,3,272.49
934,25,3,174.96
492,7,3,439.7
121,9,1,107.48
635,20,1,217.91
362,8,4,55.08
546,3,2,86.87
222,33,1,292.81
497,29,1,377.43
391,8,4,124.62
338,11,2,136.77
776,32,2,56.45
121,27,4,101.5
19,23,5,99.72
601,17,4,302.24
291,13,4,116.39
382,23,3,170.04
586,6,2,301.52
360,19,3,190.64
349,6,1,365.61
502,6,3,323.7
224,34,4,115.08
906,9,3,88.67
680,29,5,276.13
874,9,4,495.67
609,21,2,194.91
1000,7,5,73.9
680,5,3,482.09
231,15,4,154.19
910,21,4,187.76
180,27,1,155.68
205,5,5,362.56
782,22,3,315.26
491,15,5,308.54
987,2,5,191.06
898,20,3,389.89
970,26,5,169.62
642,12,5,241.45
842,13,2,421.83
464,21,3,245.92
366,34,5,487.34
127,17,1,482.79
486,12,1,377.02
437,7,1,258.83
219,9,5,175.01
682,25,4,443.36
292,26,4,244.69
855,7,4,144.16
485,23,1,446.45
114,4,4,14.24
26,27,1,495.93
906,33,2,279.64
5,5,1,214.1
828,26,1,338.33
605,21,4,466.33
434,36,5,235.94
736,19,4,96.46
231,5,4,294.21
518,17,4,468.94
989,6,2,404.2
547,27,2,99.88
114,21,3,22.36
673,8,5,281.54
738,8,4,481.27
419,8,4,147.47
368,29,3,427.84
849,7,5,324.01
290,7,2,486.99
577,9,5,451.47
136,35,4,73.43
664,27,1,100.8
999,33,3,412.43
293,13,1,369.58
725,33,2,14.43
455,14,1,227.22
920,14,3,408.21
671,15,3,77.47
175,33,4,171.48
11,21,2,471.61
141,32,3,353.28
75,34,3,204.57
991,23,4,45.11
6,21,4,266.0
430,1,1,115.5
667,35,5,173.47
163,15,2,423.75
141,27,1,320.29
563,11,1,308.23
697,10,4,133.63
648,36,3,444.65
410,33,3,256.57
151,26,4,159.16
227,32,2,333.44
11,30,3,114.95
902,35,5,394.93
263,1,2,249.46
817,5,1,463.65
975,20,4,259.38
589,33,1,256.83
375,14,1,150.58
557,28,2,284.42
186,29,3,140.75
576,14,2,314.23
672,18,5,388.42
932,12,1,55.43
724,23,5,283.54
691,5,1,108.25
373,3,2,206.11
621,5,3,119.47
963,17,2,444.73
647,18,4,347.0
696,13,2,272.59
633,4,3,489.82
503,8,4,105.38
684,22,1,266.13
5,34,1,23.06
992,17,4,274.15
984,9,2,15.2
199,24,1,349.01
404,18,3,249.48
837,1,5,274.4
220,25,5,189.09
823,5,1,432.76
850,8,4,52.38
885,20,1,24.48
132,2,3,217.93
678,3,1,145.73
494,22,1,51.21
23,1,4,206.65
902,19,3,285.88
702,24,4,21.46
455,8,1,248.58
198,9,2,240.35
147,18,5,137.06
955,3,5,480.35
196,5,3,175.55
969,17,1,423.23
340,1,3,497.27
390,22,4,12.57
579,35,3,212.85
404,19,4,188.27
806,21,3,391.16
202,4,4,287.98
13,34,4,333.92
426,25,1,31.31
475,26,4,349.19
958,28,5,495.83
646,27,1,213.51
881,27,3,244.52
238,29,2,124.79
788,20,3,137.17
409,3,4,161.13
200,20,3,100.79
388,33,2,123.33
400,5,3,369.66
679,33,2,354.6
484,9,1,213.14
441,36,4,471.45
423,33,4,312.89
237,26,3,382.83
553,16,4,155.09
880,18,1,21.61
143,20,3,161.11
55,21,1,129.92
419,24,4,433.86
159,30,5,33.93
587,16,3,168.8
565,12,4,418.51
79,14,1,50.64
487,2,4,109.13
127,1,3,42.83
464,13,1,494.82
665,8,1,417.27
170,5,1,324.25
885,18,3,382.34
121,16,5,56.64
589,23,3,88.56
230,33,5,294.61
897,7,4,301.63
734,13,3,279.46
244,29,4,329.93
521,20,2,316.3
750,2,4,457.99
400,29,2,363.25
255,25,5,95.53
193,23,3,174.64
255,14,2,153.83
949,15,1,188.42
171,8,2,232.76
609,5,3,442.86
162,29,3,165.11
270,36,4,99.74
26,29,4,296.25
419,6,2,420.89
301,19,1,494.33
376,28,4,120.64
288,32,5,367.61
662,1,3,303.33
922,26,5,373.68
263,7,1,121.4
147,29,4,128.37
188,13,2,197.63
273,1,4,126.5
634,10,5,476.82
646,35,3,409.63
507,13,1,465.98
305,17,4,111.04
569,3,1,498.04
119,18,4,185.63
934,32,4,440.78
788,36,5,386.92
222,22,3,45.56
410,18,5,312.14
70,7,1,396.07
621,34,5,35.03
175,18,2,447.99
570,19,1,45.09
736,3,2,294.25
269,5,1,256.31
307,27,5,461.4
191,12,5,115.54
575,6,2,202.58
454,13,4,145.85
652,32,3,171.61
504,29,1,369.1
113,35,4,74.13
453,22,2,245.63
893,35,2,93.79
121,16,5,365.23
123,31,4,227.62
593,30,4,425.14
97,5,5,387.81
763,1,5,335.52
51,17,5,409.54
171,33,3,98.26
559,36,3,201.72
981,34,3,384.78
344,1,3,218.29
735,12,2,405.43
620,17,5,240.37
314,34,1,302.52
168,20,2,364.07
820,18,3,20.43
876,10,2,445.42
322,33,2,33.35
403,35,1,426.79
732,24,2,169.02
712,7,1,309.76
917,33,1,210.14
594,9,2,58.87
159,17,5,25.87
809,4,2,395.49
126,18,3,474.16
72,36,2,199.48
10,15,5,283.44
402,34,5,392.13
749,15,5,153.09
731,7,2,276.75
461,29,1,292.91
337,14,3,442.62
212,15,3,346.89
715,34,2,418.86
466,14,5,218.12
31,27,3,51.4
679,36,3,120.86
984,28,3,295.5
865,9,4,497.8
314,2,2,164.18
216,25,5,383.55
663,27,1,291.59
936,16,3,151.59
216,5,5,491.79
369,4,3,228.82
843,10,2,168.35
706,15,4,136.04
803,6,5,40.44
265,32,1,234.75
229,29,4,179.8
443,2,5,382.73
669,34,4,233.06
18,10,1,80.19
276,27,1,400.83
874,7,5,470.76
752,8,4,251.04
158,20,5,129.1
417,3,4,371.57
316,5,5,28.01
276,19,5,326.47
787,24,2,444.06
296,3,2,184.43
630,27,5,444.59
989,18,3,43.4
289,22,3,104.33
908,5,1,142.76
305,35,1,366.02
833,19,5,279.42
5,25,2,241.47
900,25,5,434.17
814,26,2,314.71
212,28,5,81.34
125,36,5,140.34
486,32,2,346.65
218,28,3,245.77
505,5,5,474.04
761,26,2,100.42
798,22,4,246.38
413,13,1,131.14
229,4,1,310.47
840,33,2,129.09
581,10,1,135.7
275,12,2,127.99
580,16,2,444.23
339,8,3,398.36
371,36,4,246.83
359,1,1,229.67
539,29,1,469.13
100,4,5,20.73
779,9,1,424.18
898,17,3,432.57
720,34,4,377.53
521,9,2,246.76
429,26,2,15.89
762,22,3,191.22
704,16,4,228.49
216,30,1,320.88
730,11,3,439.98
612,31,3,444.13
160,26,1,42.87
482,4,2,194.51
266,6,4,426.88
4,21,2,439.39
797,1,2,95.95
822,31,3,172.14
556,24,3,436.82
886,15,2,481.6
215,1,2,65.07
773,16,5,259.08
399,23,5,396.95
141,5,3,145.55
806,27,3,393.18
721,30,5,440.96
156,28,5,11.11
266,4,2,393.7
337,13,3,413.55
133,21,2,444.01
601,16,1,469.17
847,23,4,232.35
323,6,2,148.16
700,26,3,105.36
183,29,5,169.63
89,6,2,78.92
932,16,3,350.22
432,4,3,128.1
382,3,2,136.43
708,4,4,390.5
938,7,5,278.52
426,6,2,253.4
415,20,5,22.55
516,34,1,262.97
827,4,5,218.84
853,33,2,252.71
230,31,3,130.34
150,35,5,127.38
362,7,4,426.52
709,26,1,50.78
198,3,4,248.91
809,9,1,311.98
104,27,2,181.09
655,21,1,348.79
367,6,2,92.4
224,21,3,171.43
478,36,1,203.93
760,2,5,23.94
681,24,5,478.8
483,20,5,260.51
378,20,4,275.79
594,32,2,447.9
718,6,3,428.35
420,15,3,355.98
745,36,3,216.67
680,5,5,47.52
746,19,1,407.66
688,34,2,101.95
826,31,4,48.1
186,36,4,282.64
30,4,3,57.09
1000,17,1,458.7
808,16,4,423.81
650,5,3,327.52
991,30,2,187.86
263,23,2,64.61
380,17,3,70.11
874,29,5,311.49
471,30,4,154.73
523,6,2,47.32
65,33,3,65.25
703,8,1,424.17
192,14,1,433.98
