OrdenID,MetodoPagoID,Monto,FechaPago,EstadoPago
2454,2,555.36,2025-04-18 10:19:16,Fallido
2455,4,944.44,2025-05-28 10:19:16,Reembolsado
2456,1,174.3,2025-05-02 10:19:16,Fallido
2457,1,104.8,2025-05-20 10:19:16,Reembolsado
2458,7,952.95,2025-06-17 10:19:16,Pagado
2459,4,122.01,2025-04-13 10:19:16,Procesando
2460,1,982.55,2025-06-06 10:19:16,Reembolsado
2461,2,664.45,2025-04-06 10:19:16,Fallido
2462,6,129.66,2025-04-20 10:19:16,Reembolsado
2463,2,960.1,2025-05-07 10:19:16,Fallido
2464,4,907.5,2025-05-20 10:19:16,Reembolsado
2465,2,538.4,2025-06-06 10:19:16,Fallido
2466,4,177.49,2025-06-23 10:19:16,Reembolsado
2467,4,730.09,2025-06-08 10:19:16,Reembolsado
2468,6,221.49,2025-05-04 10:19:16,Fallido
2469,5,174.04,2025-05-26 10:19:16,Fallido
2470,6,368.45,2025-05-12 10:19:16,Reembolsado
2471,1,693.99,2025-05-17 10:19:16,Reembolsado
2472,5,457.61,2025-06-18 10:19:16,Reembolsado
2473,2,822.46,2025-05-01 10:19:16,Procesando
2474,4,924.21,2025-04-21 10:19:16,Procesando
2475,7,730.94,2025-05-03 10:19:16,Reembolsado
2476,3,706.79,2025-06-21 10:19:16,Fallido
2477,4,276.17,2025-05-22 10:19:16,Pagado
2478,1,222.06,2025-06-30 10:19:16,Reembolsado
2479,2,262.38,2025-06-19 10:19:16,Fallido
2480,7,348.72,2025-06-21 10:19:16,Fallido
2481,5,532.03,2025-05-06 10:19:16,Reembolsado
2482,6,925.04,2025-04-09 10:19:16,Pagado
2483,6,856.39,2025-04-17 10:19:16,Reembolsado
2484,2,522.91,2025-05-18 10:19:16,Reembolsado
2485,4,399.86,2025-04-02 10:19:16,Pagado
2486,5,492.75,2025-05-21 10:19:16,Reembolsado
2487,3,996.65,2025-06-16 10:19:16,Reembolsado
2488,3,653.18,2025-06-28 10:19:16,Pagado
2489,7,213.01,2025-06-27 10:19:16,Fallido
2490,4,193.3,2025-05-31 10:19:16,Reembolsado
2491,6,307.76,2025-05-28 10:19:16,Pagado
2492,3,371.17,2025-06-03 10:19:16,Procesando
2493,1,483.17,2025-04-27 10:19:16,Pagado
2494,1,517.27,2025-06-26 10:19:16,Reembolsado
2495,3,170.5,2025-06-16 10:19:16,Procesando
2496,6,947.89,2025-06-17 10:19:16,Fallido
2497,3,760.7,2025-04-29 10:19:16,Fallido
2498,6,902.43,2025-04-11 10:19:16,Reembolsado
2499,1,807.21,2025-06-30 10:19:16,Procesando
2500,5,460.87,2025-04-03 10:19:16,Fallido
2501,5,640.18,2025-04-08 10:19:16,Pagado
2502,4,109.5,2025-04-30 10:19:16,Fallido
2503,6,641.21,2025-04-27 10:19:16,Reembolsado
2504,5,202.47,2025-06-03 10:19:16,Procesando
2505,3,702.71,2025-04-30 10:19:16,Procesando
2506,2,180.1,2025-05-18 10:19:16,Pagado
2507,2,424.47,2025-06-19 10:19:16,Procesando
2508,3,223.2,2025-05-30 10:19:16,Procesando
2509,7,802.41,2025-05-11 10:19:16,Procesando
2510,3,157.06,2025-05-03 10:19:16,Procesando
2511,6,488.17,2025-05-29 10:19:16,Fallido
2512,1,494.09,2025-06-13 10:19:16,Pagado
2513,1,306.22,2025-06-25 10:19:16,Pagado
2514,6,832.45,2025-05-02 10:19:16,Reembolsado
2515,2,308.83,2025-05-05 10:19:16,Reembolsado
2516,2,261.3,2025-05-08 10:19:16,Reembolsado
2517,7,513.68,2025-06-16 10:19:16,Pagado
2518,6,714.18,2025-04-04 10:19:16,Fallido
2519,1,184.42,2025-05-13 10:19:16,Procesando
2520,1,383.8,2025-06-28 10:19:16,Reembolsado
2521,2,997.63,2025-04-12 10:19:16,Fallido
2522,2,442.68,2025-04-21 10:19:16,Reembolsado
2523,4,214.48,2025-05-19 10:19:16,Fallido
2524,5,103.03,2025-06-15 10:19:16,Procesando
2525,7,417.15,2025-05-12 10:19:16,Fallido
2526,4,935.4,2025-05-26 10:19:16,Fallido
2527,5,876.35,2025-06-01 10:19:16,Reembolsado
2528,6,433.63,2025-05-24 10:19:16,Fallido
2529,7,815.06,2025-05-16 10:19:16,Fallido
2530,1,753.28,2025-05-23 10:19:16,Fallido
2531,1,591.03,2025-05-04 10:19:16,Pagado
2532,4,322.64,2025-06-22 10:19:16,Fallido
2533,1,148.05,2025-05-13 10:19:16,Fallido
2534,2,282.36,2025-05-05 10:19:16,Procesando
2535,2,306.31,2025-05-14 10:19:16,Reembolsado
2536,2,844.3,2025-06-28 10:19:16,Reembolsado
2537,5,104.73,2025-04-05 10:19:16,Reembolsado
2538,4,286.64,2025-04-29 10:19:16,Fallido
2539,5,743.61,2025-05-12 10:19:16,Reembolsado
2540,1,850.93,2025-05-30 10:19:16,Procesando
2541,1,539.79,2025-06-27 10:19:16,Pagado
2542,2,449.83,2025-05-06 10:19:16,Reembolsado
2543,4,559.13,2025-06-14 10:19:16,Procesando
2544,3,974.98,2025-05-23 10:19:16,Procesando
2545,2,648.8,2025-05-16 10:19:16,Procesando
2546,3,299.98,2025-05-15 10:19:16,Reembolsado
2547,4,704.3,2025-06-02 10:19:16,Procesando
2548,6,579.6,2025-05-13 10:19:16,Reembolsado
2549,7,517.59,2025-05-11 10:19:16,Pagado
2550,4,634.65,2025-04-26 10:19:16,Reembolsado
2551,7,141.44,2025-05-25 10:19:16,Pagado
2552,5,124.26,2025-04-20 10:19:16,Pagado
2553,3,718.11,2025-06-13 10:19:16,Procesando
2554,3,634.32,2025-06-07 10:19:16,Pagado
2555,6,150.71,2025-04-14 10:19:16,Pagado
2556,2,862.63,2025-05-26 10:19:16,Fallido
2557,6,250.46,2025-04-30 10:19:16,Fallido
2558,2,759.27,2025-05-22 10:19:16,Procesando
2559,6,778.48,2025-06-14 10:19:16,Pagado
2560,3,959.95,2025-05-31 10:19:16,Fallido
2561,6,479.59,2025-04-18 10:19:16,Procesando
2562,6,217.79,2025-06-12 10:19:16,Fallido
2563,6,279.65,2025-04-02 10:19:16,Fallido
2564,5,602.11,2025-04-04 10:19:16,Procesando
2565,1,843.33,2025-05-26 10:19:16,Pagado
2566,7,185.57,2025-06-08 10:19:16,Pagado
2567,2,397.92,2025-05-30 10:19:16,Procesando
2568,1,145.94,2025-06-15 10:19:16,Procesando
2569,1,415.53,2025-05-15 10:19:16,Pagado
2570,1,542.43,2025-05-22 10:19:16,Reembolsado
2571,5,359.12,2025-04-19 10:19:16,Reembolsado
2572,1,784.82,2025-04-02 10:19:16,Procesando
2573,4,679.5,2025-04-17 10:19:16,Fallido
2574,1,831.69,2025-04-19 10:19:16,Procesando
2575,7,159.1,2025-06-07 10:19:16,Procesando
2576,1,367.42,2025-04-19 10:19:16,Fallido
2577,6,785.32,2025-06-10 10:19:16,Fallido
2578,7,939.01,2025-04-17 10:19:16,Pagado
2579,6,465.57,2025-06-16 10:19:16,Fallido
2580,5,991.89,2025-06-24 10:19:16,Pagado
2581,1,863.4,2025-04-16 10:19:16,Fallido
2582,1,718.79,2025-04-05 10:19:16,Pagado
2583,5,177.73,2025-04-25 10:19:16,Fallido
2584,2,717.09,2025-04-19 10:19:16,Fallido
2585,7,738.92,2025-06-17 10:19:16,Reembolsado
2586,2,796.28,2025-06-17 10:19:16,Procesando
2587,1,643.61,2025-06-20 10:19:16,Fallido
2588,1,762.97,2025-05-29 10:19:16,Procesando
2589,3,194.93,2025-04-14 10:19:16,Reembolsado
2590,5,630.63,2025-04-02 10:19:16,Procesando
2591,7,753.31,2025-06-15 10:19:16,Reembolsado
2592,3,286.27,2025-06-19 10:19:16,Pagado
2593,2,109.78,2025-04-19 10:19:16,Reembolsado
2594,6,700.94,2025-04-15 10:19:16,Procesando
2595,2,282.91,2025-05-26 10:19:16,Pagado
2596,7,107.45,2025-05-19 10:19:16,Procesando
2597,7,860.59,2025-06-18 10:19:16,Procesando
2598,1,786.93,2025-05-20 10:19:16,Procesando
2599,6,892.48,2025-06-05 10:19:16,Procesando
2600,7,149.62,2025-06-18 10:19:16,Fallido
2601,1,627.61,2025-04-04 10:19:16,Reembolsado
2602,2,303.26,2025-05-31 10:19:16,Fallido
2603,6,690.01,2025-05-24 10:19:16,Pagado
2604,1,973.16,2025-05-16 10:19:16,Reembolsado
2605,1,988.89,2025-04-06 10:19:16,Fallido
2606,2,351.05,2025-05-31 10:19:16,Procesando
2607,7,924.27,2025-04-20 10:19:16,Procesando
2608,7,909.65,2025-06-18 10:19:16,Pagado
2609,5,687.53,2025-04-10 10:19:16,Fallido
2610,2,913.27,2025-04-17 10:19:16,Fallido
2611,5,602.54,2025-04-23 10:19:16,Procesando
2612,1,754.43,2025-05-11 10:19:16,Procesando
2613,6,609.96,2025-06-11 10:19:16,Procesando
2614,6,920.22,2025-04-10 10:19:16,Pagado
2615,4,896.83,2025-05-09 10:19:16,Procesando
2616,3,768.06,2025-06-08 10:19:16,Pagado
2617,5,622.08,2025-05-13 10:19:16,Fallido
2618,2,670.8,2025-06-14 10:19:16,Reembolsado
2619,5,648.54,2025-04-27 10:19:16,Pagado
2620,5,937.49,2025-06-11 10:19:16,Pagado
2621,7,441.41,2025-04-10 10:19:16,Reembolsado
2622,4,417.8,2025-06-29 10:19:16,Procesando
2623,6,592.56,2025-05-22 10:19:16,Fallido
2624,3,978.55,2025-06-04 10:19:16,Fallido
2625,7,170.37,2025-05-22 10:19:16,Fallido
2626,3,814.23,2025-04-20 10:19:16,Fallido
2627,4,360.29,2025-05-14 10:19:16,Pagado
2628,4,839.05,2025-04-06 10:19:16,Reembolsado
2629,7,486.39,2025-04-05 10:19:16,Pagado
2630,4,687.72,2025-05-20 10:19:16,Procesando
2631,6,317.16,2025-04-04 10:19:16,Reembolsado
2632,6,487.39,2025-05-18 10:19:16,Procesando
2633,4,384.49,2025-05-03 10:19:16,Procesando
2634,2,929.23,2025-04-27 10:19:16,Fallido
2635,3,581.14,2025-06-29 10:19:16,Reembolsado
2636,7,507.71,2025-05-26 10:19:16,Reembolsado
2637,6,317.58,2025-06-21 10:19:16,Reembolsado
2638,1,863.58,2025-05-11 10:19:16,Procesando
2639,7,108.98,2025-05-03 10:19:16,Pagado
2640,6,484.22,2025-06-14 10:19:16,Reembolsado
2641,5,338.2,2025-04-09 10:19:16,Pagado
2642,5,125.87,2025-05-20 10:19:16,Procesando
2643,6,629.32,2025-04-21 10:19:16,Procesando
2644,2,761.91,2025-04-01 10:19:16,Pagado
2645,4,101.01,2025-04-14 10:19:16,Pagado
2646,7,123.14,2025-04-17 10:19:16,Procesando
2647,3,127.01,2025-04-06 10:19:16,Pagado
2648,5,999.65,2025-04-04 10:19:16,Pagado
2649,6,697.24,2025-06-28 10:19:16,Reembolsado
2650,1,282.67,2025-05-12 10:19:16,Reembolsado
2651,7,600.75,2025-06-26 10:19:16,Pagado
2652,2,608.47,2025-04-20 10:19:16,Procesando
2653,4,694.58,2025-06-04 10:19:16,Procesando
2654,3,637.04,2025-06-26 10:19:16,Procesando
2655,1,351.96,2025-04-20 10:19:16,Pagado
2656,6,195.49,2025-04-06 10:19:16,Fallido
2657,7,797.65,2025-05-29 10:19:16,Fallido
2658,5,692.07,2025-04-24 10:19:16,Fallido
2659,2,442.01,2025-04-05 10:19:16,Pagado
2660,5,736.49,2025-04-23 10:19:16,Pagado
2661,7,185.52,2025-06-09 10:19:16,Procesando
2662,5,107.51,2025-05-09 10:19:16,Pagado
2663,1,599.46,2025-06-02 10:19:16,Procesando
2664,2,247.04,2025-04-15 10:19:16,Procesando
2665,4,991.35,2025-06-28 10:19:16,Procesando
2666,5,775.23,2025-05-05 10:19:16,Fallido
2667,4,584.27,2025-06-19 10:19:16,Fallido
2668,2,552.2,2025-05-27 10:19:16,Reembolsado
2669,6,458.71,2025-04-07 10:19:16,Pagado
2670,3,519.76,2025-05-24 10:19:16,Fallido
2671,7,856.45,2025-06-09 10:19:16,Reembolsado
2672,2,909.5,2025-05-07 10:19:16,Pagado
2673,5,412.93,2025-05-02 10:19:16,Fallido
2674,7,891.76,2025-04-06 10:19:16,Reembolsado
2675,5,348.84,2025-05-17 10:19:16,Reembolsado
2676,7,812.62,2025-04-18 10:19:16,Reembolsado
2677,1,945.52,2025-05-03 10:19:16,Reembolsado
2678,4,225.85,2025-06-29 10:19:16,Pagado
2679,4,182.22,2025-05-16 10:19:16,Fallido
2680,6,376.67,2025-06-30 10:19:16,Fallido
2681,5,440.62,2025-05-20 10:19:16,Reembolsado
2682,2,381.09,2025-04-27 10:19:16,Reembolsado
2683,7,116.77,2025-06-16 10:19:16,Fallido
2684,4,442.3,2025-04-03 10:19:16,Pagado
2685,7,429.78,2025-04-21 10:19:16,Pagado
2686,1,514.81,2025-06-26 10:19:16,Reembolsado
2687,7,102.56,2025-06-20 10:19:16,Reembolsado
2688,7,144.05,2025-04-12 10:19:16,Pagado
2689,4,497.52,2025-04-15 10:19:16,Reembolsado
2690,4,292.6,2025-06-25 10:19:16,Procesando
2691,1,420.51,2025-04-20 10:19:16,Fallido
2692,7,676.68,2025-06-27 10:19:16,Reembolsado
2693,2,845.89,2025-06-20 10:19:16,Fallido
2694,5,208.75,2025-05-07 10:19:16,Fallido
2695,6,867.0,2025-06-26 10:19:16,Fallido
2696,3,416.83,2025-06-05 10:19:16,Procesando
2697,5,853.57,2025-05-07 10:19:16,Procesando
2698,3,754.78,2025-06-19 10:19:16,Pagado
2699,7,792.2,2025-04-02 10:19:16,Fallido
2700,7,811.11,2025-06-01 10:19:16,Fallido
2701,2,636.47,2025-06-30 10:19:16,Pagado
2702,6,845.32,2025-06-04 10:19:16,Reembolsado
2703,7,718.58,2025-06-25 10:19:16,Procesando
2704,3,433.86,2025-05-09 10:19:16,Reembolsado
2705,5,575.06,2025-06-16 10:19:16,Procesando
2706,7,616.41,2025-05-31 10:19:16,Procesando
2707,3,468.4,2025-05-15 10:19:16,Fallido
2708,5,750.41,2025-05-02 10:19:16,Reembolsado
2709,6,971.95,2025-05-26 10:19:16,Procesando
2710,2,301.12,2025-06-14 10:19:16,Pagado
2711,7,141.26,2025-05-11 10:19:16,Procesando
2712,7,328.41,2025-06-01 10:19:16,Pagado
2713,7,287.25,2025-04-15 10:19:16,Pagado
2714,6,903.16,2025-04-17 10:19:16,Fallido
2715,1,553.99,2025-05-10 10:19:16,Procesando
2716,1,766.46,2025-05-15 10:19:16,Fallido
2717,3,368.75,2025-05-25 10:19:16,Procesando
2718,1,920.74,2025-04-22 10:19:16,Pagado
2719,1,385.65,2025-05-09 10:19:16,Fallido
2720,1,521.4,2025-06-01 10:19:16,Procesando
2721,5,732.07,2025-05-13 10:19:16,Reembolsado
2722,6,307.3,2025-05-24 10:19:16,Fallido
2723,1,777.71,2025-05-09 10:19:16,Fallido
2724,6,908.85,2025-04-14 10:19:16,Fallido
2725,5,911.31,2025-06-14 10:19:16,Pagado
2726,7,399.44,2025-06-03 10:19:16,Fallido
2727,3,139.04,2025-04-18 10:19:16,Procesando
2728,6,595.8,2025-04-20 10:19:16,Reembolsado
2729,1,305.39,2025-05-14 10:19:16,Procesando
2730,2,535.24,2025-05-25 10:19:16,Procesando
2731,3,338.43,2025-06-01 10:19:16,Procesando
2732,6,526.98,2025-06-16 10:19:16,Reembolsado
2733,7,870.6,2025-04-29 10:19:16,Fallido
2734,1,548.57,2025-06-18 10:19:16,Fallido
2735,1,687.67,2025-04-01 10:19:16,Fallido
2736,3,660.85,2025-05-01 10:19:16,Fallido
2737,5,555.74,2025-04-08 10:19:16,Procesando
2738,3,618.52,2025-04-17 10:19:16,Reembolsado
2739,2,376.6,2025-06-05 10:19:16,Procesando
2740,7,856.11,2025-05-07 10:19:16,Procesando
2741,7,292.39,2025-04-03 10:19:16,Procesando
2742,3,339.21,2025-05-02 10:19:16,Reembolsado
2743,7,792.32,2025-06-17 10:19:16,Reembolsado
2744,2,498.69,2025-05-12 10:19:16,Procesando
2745,7,942.3,2025-04-05 10:19:16,Reembolsado
2746,6,576.57,2025-04-18 10:19:16,Reembolsado
2747,1,659.24,2025-04-12 10:19:16,Fallido
2748,7,739.87,2025-06-23 10:19:16,Fallido
2749,3,424.07,2025-05-30 10:19:16,Pagado
2750,6,556.83,2025-05-17 10:19:16,Reembolsado
2751,7,210.09,2025-05-19 10:19:16,Pagado
2752,5,929.5,2025-04-14 10:19:16,Pagado
2753,3,669.2,2025-04-05 10:19:16,Pagado
2754,2,311.95,2025-04-17 10:19:16,Fallido
2755,5,917.81,2025-06-21 10:19:16,Procesando
2756,3,892.08,2025-06-25 10:19:16,Fallido
2757,2,769.56,2025-04-19 10:19:16,Procesando
2758,4,111.39,2025-05-18 10:19:16,Fallido
2759,2,892.23,2025-05-20 10:19:16,Reembolsado
2760,1,273.24,2025-04-27 10:19:16,Fallido
2761,4,108.99,2025-05-11 10:19:16,Fallido
2762,3,645.11,2025-06-23 10:19:16,Procesando
2763,5,786.51,2025-05-08 10:19:16,Pagado
2764,2,796.48,2025-05-27 10:19:16,Pagado
2765,3,557.69,2025-06-11 10:19:16,Pagado
2766,7,294.46,2025-04-10 10:19:16,Procesando
2767,3,749.97,2025-06-25 10:19:16,Reembolsado
2768,2,546.18,2025-04-01 10:19:16,Pagado
2769,5,792.46,2025-05-17 10:19:16,Reembolsado
2770,2,105.54,2025-06-14 10:19:16,Pagado
2771,7,357.19,2025-05-21 10:19:16,Fallido
2772,2,389.98,2025-05-08 10:19:16,Fallido
2773,5,341.89,2025-06-04 10:19:16,Fallido
2774,5,552.99,2025-06-12 10:19:16,Pagado
2775,6,590.25,2025-04-21 10:19:16,Pagado
2776,7,571.5,2025-06-18 10:19:16,Procesando
2777,1,464.66,2025-06-02 10:19:16,Pagado
2778,4,757.83,2025-04-18 10:19:16,Procesando
2779,1,639.65,2025-06-18 10:19:16,Pagado
2780,6,737.7,2025-04-18 10:19:16,Fallido
2781,1,551.05,2025-06-02 10:19:16,Fallido
2782,4,334.84,2025-05-09 10:19:16,Reembolsado
2783,4,370.38,2025-04-07 10:19:16,Fallido
2784,1,559.42,2025-05-31 10:19:16,Procesando
2785,4,540.46,2025-04-25 10:19:16,Procesando
2786,6,151.4,2025-05-23 10:19:16,Pagado
2787,6,569.91,2025-06-25 10:19:16,Reembolsado
2788,4,588.89,2025-06-12 10:19:16,Reembolsado
2789,2,210.69,2025-05-15 10:19:16,Pagado
2790,4,532.53,2025-05-28 10:19:16,Reembolsado
2791,1,479.98,2025-05-17 10:19:16,Reembolsado
2792,6,346.05,2025-05-05 10:19:16,Reembolsado
2793,2,111.18,2025-06-15 10:19:16,Reembolsado
2794,7,907.89,2025-05-18 10:19:16,Procesando
2795,5,474.32,2025-04-07 10:19:16,Pagado
2796,4,528.83,2025-05-07 10:19:16,Fallido
2797,5,560.1,2025-05-01 10:19:16,Fallido
2798,5,469.18,2025-06-02 10:19:16,Procesando
2799,6,391.35,2025-04-29 10:19:16,Fallido
2800,3,215.47,2025-05-17 10:19:16,Pagado
2801,2,210.26,2025-04-05 10:19:16,Pagado
2802,6,865.3,2025-04-10 10:19:16,Pagado
2803,3,406.48,2025-05-25 10:19:16,Procesando
2804,2,181.17,2025-04-20 10:19:16,Pagado
2805,1,810.73,2025-06-19 10:19:16,Procesando
2806,5,149.07,2025-04-27 10:19:16,Reembolsado
2807,1,668.54,2025-04-01 10:19:16,Fallido
2808,5,805.66,2025-04-19 10:19:16,Fallido
2809,2,652.2,2025-06-01 10:19:16,Procesando
2810,7,256.93,2025-05-17 10:19:16,Fallido
2811,6,573.77,2025-05-02 10:19:16,Reembolsado
2812,2,747.31,2025-04-12 10:19:16,Fallido
2813,4,725.06,2025-06-16 10:19:16,Pagado
2814,7,467.18,2025-05-02 10:19:16,Fallido
2815,4,671.87,2025-04-23 10:19:16,Procesando
2816,5,889.96,2025-05-13 10:19:16,Procesando
2817,6,272.1,2025-06-24 10:19:16,Pagado
2818,6,591.19,2025-04-17 10:19:16,Pagado
2819,6,983.11,2025-06-04 10:19:16,Procesando
2820,1,187.29,2025-05-09 10:19:16,Fallido
2821,6,343.89,2025-06-22 10:19:16,Procesando
2822,2,562.95,2025-06-16 10:19:16,Fallido
2823,2,938.46,2025-06-29 10:19:16,Fallido
2824,7,116.57,2025-04-10 10:19:16,Procesando
2825,1,225.26,2025-04-20 10:19:16,Fallido
2826,4,794.53,2025-06-12 10:19:16,Pagado
2827,6,184.23,2025-06-28 10:19:16,Pagado
2828,7,613.44,2025-04-23 10:19:16,Fallido
2829,5,474.13,2025-05-22 10:19:16,Fallido
2830,4,280.31,2025-04-19 10:19:16,Fallido
2831,6,603.75,2025-04-28 10:19:16,Fallido
2832,7,206.48,2025-05-31 10:19:16,Procesando
2833,5,421.86,2025-05-07 10:19:16,Fallido
2834,1,706.48,2025-04-11 10:19:16,Reembolsado
2835,2,375.97,2025-05-14 10:19:16,Reembolsado
2836,4,286.13,2025-05-27 10:19:16,Pagado
2837,5,104.07,2025-06-14 10:19:16,Reembolsado
2838,2,880.95,2025-04-16 10:19:16,Reembolsado
2839,2,261.1,2025-04-28 10:19:16,Reembolsado
2840,2,676.74,2025-04-16 10:19:16,Pagado
2841,3,887.89,2025-06-08 10:19:16,Procesando
2842,3,666.8,2025-06-14 10:19:16,Fallido
2843,1,877.42,2025-06-25 10:19:16,Pagado
2844,7,603.27,2025-05-25 10:19:16,Procesando
2845,5,655.12,2025-04-05 10:19:16,Procesando
2846,7,263.46,2025-04-18 10:19:16,Fallido
2847,6,667.66,2025-04-28 10:19:16,Pagado
2848,5,436.81,2025-05-30 10:19:16,Fallido
2849,4,984.52,2025-04-10 10:19:16,Reembolsado
2850,4,165.35,2025-06-30 10:19:16,Procesando
2851,2,757.87,2025-05-26 10:19:16,Pagado
2852,2,127.65,2025-05-18 10:19:16,Pagado
2853,2,745.22,2025-04-25 10:19:16,Reembolsado
2854,4,797.33,2025-06-15 10:19:16,Pagado
2855,1,998.98,2025-04-30 10:19:16,Pagado
2856,6,659.66,2025-06-14 10:19:16,Reembolsado
2857,3,321.68,2025-04-04 10:19:16,Procesando
2858,4,222.88,2025-05-23 10:19:16,Procesando
2859,5,975.76,2025-05-09 10:19:16,Procesando
2860,7,812.61,2025-06-13 10:19:16,Reembolsado
2861,2,470.4,2025-05-13 10:19:16,Pagado
2862,4,322.27,2025-05-03 10:19:16,Fallido
2863,6,273.57,2025-06-07 10:19:16,Fallido
2864,5,666.41,2025-06-29 10:19:16,Pagado
2865,6,752.26,2025-06-02 10:19:16,Fallido
2866,4,162.78,2025-05-15 10:19:16,Reembolsado
2867,7,691.4,2025-05-13 10:19:16,Reembolsado
2868,4,596.65,2025-06-14 10:19:16,Procesando
2869,6,141.55,2025-06-11 10:19:16,Reembolsado
2870,6,699.72,2025-05-31 10:19:16,Reembolsado
2871,2,513.68,2025-05-24 10:19:16,Fallido
2872,4,545.23,2025-04-08 10:19:16,Reembolsado
2873,6,665.58,2025-06-03 10:19:16,Fallido
2874,1,865.97,2025-04-15 10:19:16,Fallido
2875,1,239.17,2025-06-03 10:19:16,Reembolsado
2876,1,867.88,2025-05-23 10:19:16,Pagado
2877,3,538.85,2025-06-09 10:19:16,Pagado
2878,6,388.02,2025-06-02 10:19:16,Fallido
2879,1,265.53,2025-06-16 10:19:16,Procesando
2880,5,468.58,2025-05-02 10:19:16,Procesando
2881,7,616.36,2025-04-16 10:19:16,Reembolsado
2882,5,913.44,2025-06-27 10:19:16,Reembolsado
2883,1,843.41,2025-06-01 10:19:16,Reembolsado
2884,7,465.26,2025-06-22 10:19:16,Fallido
2885,3,573.34,2025-06-19 10:19:16,Procesando
2886,7,643.85,2025-04-19 10:19:16,Reembolsado
2887,6,215.52,2025-06-05 10:19:16,Procesando
2888,6,482.68,2025-05-07 10:19:16,Procesando
2889,2,640.18,2025-04-15 10:19:16,Procesando
2890,4,783.52,2025-04-10 10:19:16,Fallido
2891,6,920.54,2025-04-27 10:19:16,Fallido
2892,3,845.97,2025-05-26 10:19:16,Fallido
2893,3,787.99,2025-06-19 10:19:16,Reembolsado
2894,1,121.07,2025-06-10 10:19:16,Pagado
2895,1,488.48,2025-05-01 10:19:16,Fallido
2896,2,355.66,2025-04-25 10:19:16,Pagado
2897,5,353.33,2025-06-29 10:19:16,Fallido
2898,4,331.16,2025-04-20 10:19:16,Pagado
2899,1,780.62,2025-05-28 10:19:16,Procesando
2900,7,759.72,2025-05-20 10:19:16,Reembolsado
2901,4,305.9,2025-06-29 10:19:16,Reembolsado
2902,3,680.71,2025-04-27 10:19:16,Fallido
2903,6,470.92,2025-06-04 10:19:16,Fallido
2904,2,544.15,2025-04-21 10:19:16,Pagado
2905,1,234.1,2025-04-14 10:19:16,Reembolsado
2906,6,324.11,2025-04-03 10:19:16,Pagado
2907,4,105.56,2025-04-19 10:19:16,Reembolsado
2908,5,921.95,2025-06-29 10:19:16,Fallido
2909,4,649.45,2025-05-13 10:19:16,Pagado
2910,6,700.97,2025-05-05 10:19:16,Pagado
2911,1,687.55,2025-04-28 10:19:16,Procesando
2912,2,149.98,2025-05-13 10:19:16,Pagado
2913,7,351.22,2025-06-18 10:19:16,Fallido
2914,3,775.55,2025-05-04 10:19:16,Pagado
2915,6,372.1,2025-05-01 10:19:16,Fallido
2916,2,927.52,2025-06-26 10:19:16,Procesando
2917,5,431.53,2025-05-13 10:19:16,Pagado
2918,5,824.6,2025-04-24 10:19:16,Reembolsado
2919,1,737.78,2025-05-23 10:19:16,Fallido
2920,5,809.15,2025-05-23 10:19:16,Reembolsado
2921,7,631.58,2025-05-24 10:19:16,Reembolsado
2922,4,560.13,2025-05-06 10:19:16,Reembolsado
2923,1,414.76,2025-04-03 10:19:16,Fallido
2924,6,108.12,2025-06-05 10:19:16,Pagado
2925,1,121.25,2025-06-04 10:19:16,Procesando
2926,4,134.05,2025-05-29 10:19:16,Reembolsado
2927,5,143.39,2025-06-18 10:19:16,Fallido
2928,7,965.88,2025-06-15 10:19:16,Fallido
2929,3,879.22,2025-06-16 10:19:16,Pagado
2930,3,521.49,2025-06-03 10:19:16,Pagado
2931,4,898.48,2025-05-29 10:19:16,Pagado
2932,5,915.23,2025-04-04 10:19:16,Fallido
2933,1,151.26,2025-05-31 10:19:16,Fallido
2934,1,880.35,2025-06-23 10:19:16,Fallido
2935,2,699.73,2025-05-26 10:19:16,Pagado
2936,5,748.08,2025-06-11 10:19:16,Fallido
2937,3,198.67,2025-04-29 10:19:16,Reembolsado
2938,6,985.99,2025-05-07 10:19:16,Procesando
2939,1,460.73,2025-05-29 10:19:16,Fallido
2940,4,574.05,2025-05-20 10:19:16,Pagado
2941,2,211.49,2025-04-30 10:19:16,Procesando
2942,5,474.47,2025-04-12 10:19:16,Reembolsado
2943,1,154.18,2025-04-10 10:19:16,Pagado
2944,6,928.53,2025-04-16 10:19:16,Reembolsado
2945,3,562.44,2025-06-08 10:19:16,Reembolsado
2946,7,931.39,2025-04-17 10:19:16,Pagado
2947,7,973.98,2025-04-09 10:19:16,Reembolsado
2948,5,135.41,2025-06-15 10:19:16,Fallido
2949,7,846.15,2025-05-14 10:19:16,Fallido
2950,4,610.72,2025-04-27 10:19:16,Procesando
2951,7,895.77,2025-06-25 10:19:16,Fallido
2952,4,790.86,2025-05-19 10:19:16,Procesando
2953,5,656.52,2025-04-06 10:19:16,Pagado
2954,5,412.8,2025-04-23 10:19:16,Procesando
2955,5,706.41,2025-05-23 10:19:16,Procesando
2956,4,103.8,2025-04-14 10:19:16,Fallido
2957,1,671.75,2025-05-29 10:19:16,Pagado
2958,6,754.85,2025-05-04 10:19:16,Pagado
2959,4,696.89,2025-06-10 10:19:16,Pagado
2960,6,758.56,2025-05-24 10:19:16,Pagado
2961,5,680.78,2025-05-01 10:19:16,Procesando
